;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59140.131181	0.04167	16.562	16.524	16.6	18.56398	V	m15_data2/M15-2_20201018_030854_Oct0idjb_kait_V_c.fit
59140.137512	0.04167	16.442	16.404	16.48	18.71011	B	m15_data2/M15-2_20201018_031801_Oct0idnh_kait_B_c.fit
59140.138403	0.04167	16.143	16.125	16.161	19.0448	V	m15_data2/M15-2_20201018_031918_Oct0idnw_kait_V_c.fit
59140.144676	0.04167	16.424	16.392	16.456	18.4169	B	m15_data2/M15-2_20201018_032820_Oct0idsa_kait_B_c.fit
59140.145567	0.04167	16.133	16.112	16.154	19.10109	V	m15_data2/M15-2_20201018_032937_Oct0idsq_kait_V_c.fit
59140.17978	0.04167	15.904	15.879	15.929	18.08605	B	m15_data2/M15-2_20201018_041853_Oct0iepj_kait_B_c.fit
59140.180718	0.04167	15.731	15.711	15.751	18.9285	V	m15_data2/M15-2_20201018_042014_Oct0iepy_kait_V_c.fit
59140.186968	0.04167	15.806	15.783	15.829	18.7265	B	m15_data2/M15-2_20201018_042914_Oct0ieud_kait_B_c.fit
59140.18787	0.04167	15.638	15.622	15.654	18.90907	V	m15_data2/M15-2_20201018_043032_Oct0ieut_kait_V_c.fit
59140.194178	0.04167	15.818	15.792	15.844	18.78369	B	m15_data2/M15-2_20201018_043937_Oct0ieyy_kait_B_c.fit
59140.195093	0.04167	15.684	15.67	15.698	18.36552	V	m15_data2/M15-2_20201018_044056_Oct0iezo_kait_V_c.fit
59140.209468	0.04167	15.863	15.837	15.889	18.6411	B	m15_data2/M15-2_20201018_050138_Oct0ifjb_kait_B_c.fit
59140.21037	0.04167	15.65	15.631	15.669	18.91396	V	m15_data2/M15-2_20201018_050256_Oct0ifjr_kait_V_c.fit
59140.216655	0.04167	15.843	15.819	15.867	18.61819	B	m15_data2/M15-2_20201018_051159_Oct0ifnw_kait_B_c.fit
59140.217558	0.04167	15.684	15.669	15.699	18.48701	V	m15_data2/M15-2_20201018_051317_Oct0ifom_kait_V_c.fit
