;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59140.128495	0.04167	15.804	15.775	15.833	18.26165	B	m15_data1/M15-1_20201018_030502_Oct0idgv_kait_B_c.fit
59140.129387	0.04167	15.657	15.632	15.682	18.41546	V	m15_data1/M15-1_20201018_030619_Oct0idhw_kait_V_c.fit
59140.135718	0.04167	15.751	15.721	15.781	18.1934	B	m15_data1/M15-1_20201018_031526_Oct0idmb_kait_B_c.fit
59140.13662	0.04167	15.595	15.572	15.618	18.3829	V	m15_data1/M15-1_20201018_031644_Oct0idmr_kait_V_c.fit
59140.142905	0.04167	15.659	15.626	15.692	17.77625	B	m15_data1/M15-1_20201018_032547_Oct0idqw_kait_B_c.fit
59140.143773	0.04167	15.492	15.47	15.514	17.64628	V	m15_data1/M15-1_20201018_032702_Oct0idrl_kait_V_c.fit
59140.177986	0.04167	15.719	15.695	15.743	18.23938	B	m15_data1/M15-1_20201018_041618_Oct0ient_kait_B_c.fit
59140.178877	0.04167	15.475	15.45	15.5	17.51598	V	m15_data1/M15-1_20201018_041735_Oct0ieot_kait_V_c.fit
59140.185174	0.04167	15.744	15.712	15.776	18.23153	B	m15_data1/M15-1_20201018_042639_Oct0iesy_kait_B_c.fit
59140.186076	0.04167	15.54	15.52	15.56	18.12013	V	m15_data1/M15-1_20201018_042757_Oct0ieto_kait_V_c.fit
59140.192384	0.04167	15.724	15.694	15.754	18.06069	B	m15_data1/M15-1_20201018_043702_Oct0iext_kait_B_c.fit
59140.193275	0.04167	15.563	15.54	15.586	18.22468	V	m15_data1/M15-1_20201018_043819_Oct0ieyi_kait_V_c.fit
59140.207627	0.04167	15.74	15.71	15.77	18.2277	B	m15_data1/M15-1_20201018_045859_Oct0ifhs_kait_B_c.fit
59140.20853	0.04167	15.596	15.575	15.617	18.35548	V	m15_data1/M15-1_20201018_050017_Oct0ifim_kait_V_c.fit
59140.21485	0.04167	15.75	15.712	15.788	18.00793	B	m15_data1/M15-1_20201018_050923_Oct0ifmr_kait_B_c.fit
59140.215764	0.04167	15.574	15.554	15.594	17.79914	V	m15_data1/M15-1_20201018_051042_Oct0ifnh_kait_V_c.fit
59140.222037	0.04167	15.77	15.741	15.799	17.95572	B	m15_data1/M15-1_20201018_051944_Oct0ifrl_kait_B_c.fit
59140.222905	0.04167	15.591	15.571	15.611	17.92251	V	m15_data1/M15-1_20201018_052059_Oct0ifsb_kait_V_c.fit
59140.2361	0.04167	15.801	15.769	15.833	17.85943	B	m15_data1/M15-1_20201018_053959_Oct0igao_kait_B_c.fit
59140.236991	0.04167	15.705	15.678	15.732	18.26322	V	m15_data1/M15-1_20201018_054116_Oct0igbk_kait_V_c.fit
59140.243368	0.04167	15.843	15.813	15.873	18.0527	B	m15_data1/M15-1_20201018_055027_Oct0igfq_kait_B_c.fit
59140.244259	0.04167	15.642	15.618	15.666	18.09784	V	m15_data1/M15-1_20201018_055144_Oct0iggf_kait_V_c.fit
59140.250544	0.04167	15.818	15.783	15.853	18.07404	B	m15_data1/M15-1_20201018_060047_Oct0igkk_kait_B_c.fit
59140.251435	0.04167	15.657	15.63	15.684	17.99651	V	m15_data1/M15-1_20201018_060204_Oct0igkz_kait_V_c.fit
59141.104618	0.04167	16.214	16.184	16.244	18.14241	B	m15_data1/M15-1_20201019_023039_Oct0jcrb_kait_B_c.fit
59141.105509	0.04167	15.98	15.955	16.005	18.33976	V	m15_data1/M15-1_20201019_023156_Oct0jcrz_kait_V_c.fit
59141.111829	0.04167	16.276	16.246	16.306	18.36668	B	m15_data1/M15-1_20201019_024102_Oct0jcwf_kait_B_c.fit
59141.11272	0.04167	15.979	15.955	16.003	18.3331	V	m15_data1/M15-1_20201019_024219_Oct0jcwu_kait_V_c.fit
59141.119016	0.04167	16.286	16.248	16.324	18.25717	B	m15_data1/M15-1_20201019_025123_Oct0jdaz_kait_B_c.fit
59141.119919	0.04167	15.994	15.972	16.016	18.44725	V	m15_data1/M15-1_20201019_025241_Oct0jdbo_kait_V_c.fit
59141.133102	0.04167	16.258	16.228	16.288	18.2858	B	m15_data1/M15-1_20201019_031140_Oct0jdkd_kait_B_c.fit
59141.13397	0.04167	15.949	15.922	15.976	17.90166	V	m15_data1/M15-1_20201019_031255_Oct0jdky_kait_V_c.fit
59141.140301	0.04167	16.304	16.271	16.337	18.27588	B	m15_data1/M15-1_20201019_032202_Oct0jdpd_kait_B_c.fit
59141.141204	0.04167	15.923	15.899	15.947	17.87253	V	m15_data1/M15-1_20201019_032320_Oct0jdps_kait_V_c.fit
59141.147477	0.04167	16.24	16.206	16.274	18.18186	B	m15_data1/M15-1_20201019_033222_Oct0jdtx_kait_B_c.fit
59141.148345	0.04167	15.932	15.908	15.956	17.6916	V	m15_data1/M15-1_20201019_033337_Oct0jdum_kait_V_c.fit
59141.162558	0.04167	16.244	16.209	16.279	18.16931	B	m15_data1/M15-1_20201019_035405_Oct0jedu_kait_B_c.fit
59141.163461	0.04167	15.998	15.973	16.023	18.12149	V	m15_data1/M15-1_20201019_035523_Oct0jeen_kait_V_c.fit
59141.169745	0.04167	16.237	16.2	16.274	17.89613	B	m15_data1/M15-1_20201019_040426_Oct0jeis_kait_B_c.fit
59141.170613	0.04167	16.026	16.001	16.051	18.34519	V	m15_data1/M15-1_20201019_040541_Oct0jejh_kait_V_c.fit
59141.176956	0.04167	16.563	16.516	16.61	17.50397	B	m15_data1/M15-1_20201019_041449_Oct0jenm_kait_B_c.fit
59141.177847	0.04167	16.041	16.016	16.066	18.20094	V	m15_data1/M15-1_20201019_041606_Oct0jeob_kait_V_c.fit
59141.191042	0.04167	16.277	16.231	16.323	17.33876	B	m15_data1/M15-1_20201019_043506_Oct0jewp_kait_B_c.fit
