;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59140.211262	0.04167	16.438	16.402	16.474	18.2153	B	m15_data3/M15-3_20201018_050413_Oct0ifkh_kait_B_c.fit
59140.212164	0.04167	16.136	16.116	16.156	18.22456	V	m15_data3/M15-3_20201018_050531_Oct0ifkw_kait_V_c.fit
59140.218449	0.04167	16.421	16.388	16.454	17.96744	B	m15_data3/M15-3_20201018_051434_Oct0ifpb_kait_B_c.fit
59140.219352	0.04167	16.157	16.132	16.182	18.49606	V	m15_data3/M15-3_20201018_051552_Oct0ifpr_kait_V_c.fit
59140.225648	0.04167	16.445	16.411	16.479	18.34854	B	m15_data3/M15-3_20201018_052456_Oct0iftv_kait_B_c.fit
59140.226516	0.04167	16.119	16.092	16.146	18.44914	V	m15_data3/M15-3_20201018_052611_Oct0iful_kait_V_c.fit
59140.239745	0.04167	16.468	16.435	16.501	17.94589	B	m15_data3/M15-3_20201018_054514_Oct0igdf_kait_B_c.fit
59140.240637	0.04167	16.152	16.126	16.178	18.33306	V	m15_data3/M15-3_20201018_054631_Oct0igdv_kait_V_c.fit
59140.246944	0.04167	16.372	16.335	16.409	18.35363	B	m15_data3/M15-3_20201018_055536_Oct0igia_kait_B_c.fit
59140.247882	0.04167	16.088	16.063	16.113	18.3597	V	m15_data3/M15-3_20201018_055657_Oct0igiq_kait_V_c.fit
59140.25412	0.04167	16.364	16.329	16.399	18.22108	B	m15_data3/M15-3_20201018_060556_Oct0igmu_kait_B_c.fit
59140.255023	0.04167	16.028	15.995	16.061	18.03528	V	m15_data3/M15-3_20201018_060714_Oct0ignj_kait_V_c.fit
59140.268275	0.04167	16.33	16.296	16.364	18.06696	B	m15_data3/M15-3_20201018_062619_Oct0igwf_kait_B_c.fit
59140.269178	0.04167	15.995	15.972	16.018	18.15842	V	m15_data3/M15-3_20201018_062737_Oct0igwu_kait_V_c.fit
59140.275463	0.04167	16.279	16.249	16.309	18.15579	B	m15_data3/M15-3_20201018_063640_Oct0ihay_kait_B_c.fit
