;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59140.133032	0.04167	15.778	15.746	15.81	18.19266	V	m15_data3/M15-3_20201018_031134_Oct0idkg_kait_V_c.fit
59140.139306	0.04167	16.068	16.028	16.108	18.54993	B	m15_data3/M15-3_20201018_032036_Oct0idol_kait_B_c.fit
59140.140208	0.04167	15.779	15.754	15.804	18.61499	V	m15_data3/M15-3_20201018_032154_Oct0idpb_kait_V_c.fit
59140.14647	0.04167	16.075	16.041	16.109	18.40495	B	m15_data3/M15-3_20201018_033055_Oct0idtf_kait_B_c.fit
59140.147361	0.04167	15.801	15.776	15.826	18.46079	V	m15_data3/M15-3_20201018_033212_Oct0idtv_kait_V_c.fit
59140.181586	0.04167	16.272	16.233	16.311	18.45954	B	m15_data3/M15-3_20201018_042129_Oct0ieqp_kait_B_c.fit
59140.182488	0.04167	15.916	15.887	15.945	18.07773	V	m15_data3/M15-3_20201018_042247_Oct0iere_kait_V_c.fit
59140.188785	0.04167	16.291	16.247	16.335	18.1016	B	m15_data3/M15-3_20201018_043151_Oct0ievj_kait_B_c.fit
59140.189688	0.04167	16.012	15.988	16.036	18.38527	V	m15_data3/M15-3_20201018_043309_Oct0ievy_kait_V_c.fit
59140.196042	0.04167	16.261	16.208	16.314	18.09785	B	m15_data3/M15-3_20201018_044218_Oct0ifad_kait_B_c.fit
59140.196933	0.04167	15.95	15.921	15.979	18.53154	V	m15_data3/M15-3_20201018_044335_Oct0ifat_kait_V_c.fit
59140.211262	0.04167	16.39	16.343	16.437	18.24487	B	m15_data3/M15-3_20201018_050413_Oct0ifkh_kait_B_c.fit
59140.212164	0.04167	15.983	15.951	16.015	18.23863	V	m15_data3/M15-3_20201018_050531_Oct0ifkw_kait_V_c.fit
59140.218449	0.04167	16.358	16.3	16.416	18.00487	B	m15_data3/M15-3_20201018_051434_Oct0ifpb_kait_B_c.fit
59140.219352	0.04167	15.972	15.945	15.999	18.49584	V	m15_data3/M15-3_20201018_051552_Oct0ifpr_kait_V_c.fit
59140.225648	0.04167	16.382	16.338	16.426	18.3924	B	m15_data3/M15-3_20201018_052456_Oct0iftv_kait_B_c.fit
59140.226516	0.04167	16.002	15.974	16.03	18.46206	V	m15_data3/M15-3_20201018_052611_Oct0iful_kait_V_c.fit
59140.239745	0.04167	16.337	16.27	16.404	17.97647	B	m15_data3/M15-3_20201018_054514_Oct0igdf_kait_B_c.fit
59140.240637	0.04167	16.026	15.995	16.057	18.33884	V	m15_data3/M15-3_20201018_054631_Oct0igdv_kait_V_c.fit
59140.246944	0.04167	16.47	16.428	16.512	18.39492	B	m15_data3/M15-3_20201018_055536_Oct0igia_kait_B_c.fit
59140.247882	0.04167	16.036	16.007	16.065	18.37006	V	m15_data3/M15-3_20201018_055657_Oct0igiq_kait_V_c.fit
59140.25412	0.04167	16.434	16.383	16.485	18.26408	B	m15_data3/M15-3_20201018_060556_Oct0igmu_kait_B_c.fit
59140.255023	0.04167	16.026	15.985	16.067	18.04921	V	m15_data3/M15-3_20201018_060714_Oct0ignj_kait_V_c.fit
59140.268275	0.04167	16.516	16.467	16.565	18.10611	B	m15_data3/M15-3_20201018_062619_Oct0igwf_kait_B_c.fit
59140.269178	0.04167	16.071	16.035	16.107	18.17934	V	m15_data3/M15-3_20201018_062737_Oct0igwu_kait_V_c.fit
59140.275463	0.04167	16.523	16.469	16.577	18.17408	B	m15_data3/M15-3_20201018_063640_Oct0ihay_kait_B_c.fit
59140.276354	0.04167	16.105	16.061	16.149	18.10944	V	m15_data3/M15-3_20201018_063757_Oct0ihbo_kait_V_c.fit
59140.282731	0.04167	16.554	16.495	16.613	18.04961	B	m15_data3/M15-3_20201018_064708_Oct0ihfu_kait_B_c.fit
59140.283623	0.04167	16.122	16.084	16.16	18.23935	V	m15_data3/M15-3_20201018_064825_Oct0ihgj_kait_V_c.fit
59141.108206	0.04167	16.561	16.508	16.614	18.54723	B	m15_data3/M15-3_20201019_023549_Oct0jctu_kait_B_c.fit
59141.109097	0.04167	16.126	16.097	16.155	18.62771	V	m15_data3/M15-3_20201019_023706_Oct0jcuk_kait_V_c.fit
59141.115428	0.04167	16.465	16.414	16.516	18.60716	B	m15_data3/M15-3_20201019_024613_Oct0jcyp_kait_B_c.fit
59141.116331	0.04167	16.083	16.054	16.112	18.70109	V	m15_data3/M15-3_20201019_024731_Oct0jcze_kait_V_c.fit
59141.122639	0.04167	16.398	16.358	16.438	18.69687	B	m15_data3/M15-3_20201019_025636_Oct0jddk_kait_B_c.fit
59141.123519	0.04167	16.044	16.018	16.07	18.67932	V	m15_data3/M15-3_20201019_025752_Oct0jddz_kait_V_c.fit
59141.136678	0.04167	16.203	16.162	16.244	18.45185	B	m15_data3/M15-3_20201019_031649_Oct0jdms_kait_B_c.fit
59141.137569	0.04167	15.865	15.836	15.894	18.5885	V	m15_data3/M15-3_20201019_031806_Oct0jdni_kait_V_c.fit
59141.143889	0.04167	16.075	16.037	16.113	18.62141	B	m15_data3/M15-3_20201019_032712_Oct0jdrn_kait_B_c.fit
59141.14478	0.04167	15.756	15.7	15.812	17.98091	V	m15_data3/M15-3_20201019_032829_Oct0jdsd_kait_V_c.fit
59141.151019	0.04167	15.974	15.94	16.008	18.52032	B	m15_data3/M15-3_20201019_033728_Oct0jdwg_kait_B_c.fit
59141.15191	0.04167	15.714	15.68	15.748	18.29836	V	m15_data3/M15-3_20201019_033845_Oct0jdwv_kait_V_c.fit
59141.166157	0.04167	15.789	15.759	15.819	18.60021	B	m15_data3/M15-3_20201019_035916_Oct0jegi_kait_B_c.fit
59141.16706	0.04167	15.557	15.536	15.578	18.42952	V	m15_data3/M15-3_20201019_040034_Oct0jegx_kait_V_c.fit
59141.173368	0.04167	15.75	15.702	15.798	17.95237	B	m15_data3/M15-3_20201019_040939_Oct0jelc_kait_B_c.fit
59141.174259	0.04167	15.546	15.509	15.583	17.94205	V	m15_data3/M15-3_20201019_041056_Oct0jels_kait_V_c.fit
59141.180579	0.04167	15.713	15.683	15.743	18.48579	B	m15_data3/M15-3_20201019_042002_Oct0jepx_kait_B_c.fit
59141.181481	0.04167	15.514	15.49	15.538	18.27702	V	m15_data3/M15-3_20201019_042120_Oct0jeqm_kait_V_c.fit
59141.194676	0.04167	15.695	15.664	15.726	18.49368	B	m15_data3/M15-3_20201019_044020_Oct0jezh_kait_B_c.fit
