Title: BV Photometry Of The RR Lyrae Variables Of The Globular Cluster M3  
Authors: Corwin T.M., Carney B.W. 
Table: B and V Photometry of the Variable Stars
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---   Name   Variable name
   6- 16 F11.3  d     JD     Julian date of observation
      18 A1     ---   Filt   Filter used 
  20- 25 F6.3   mag   Mag    ? Observed magnitude in Filt
--------------------------------------------------------------------------------
name JD filter mag
X17  2449090.825 B 15.754
X17  2449090.842 B 15.623
X17  2449090.879 B 15.643
X17  2449090.895 B 15.967
X17  2449091.657 B  0.000
X17  2449091.671 B  0.000
X17  2449091.685 B  0.000
X17  2449091.699 B  0.000
X17  2449091.713 B  0.000
X17  2449091.727 B  0.000
X17  2449091.760 B 16.288
X17  2449091.787 B 14.888
X17  2449091.815 B 14.976
X17  2449091.835 B 14.990
X17  2449091.849 B 14.991
X17  2449091.862 B  0.000
X17  2449091.884 B 15.380
X17  2449091.906 B  0.000
X17  2449091.920 B  0.000
X17  2449091.934 B  0.000
X17  2449091.947 B  0.000
X17  2449091.961 B  0.000
X17  2449091.976 B 15.230
X17  2449091.990 B 15.286
X17  2450622.777 B 14.379
X17  2450622.791 B 14.644
X17  2450622.805 B 14.820
X17  2450622.818 B 14.866
H812 2448755.668 B 16.223
H812 2448755.683 B 15.630
H812 2448755.698 B 15.794
H812 2448755.714 B 15.394
H812 2448755.751 B 15.384
H812 2448755.765 B 15.422
H812 2448755.794 B 15.232
H812 2448755.808 B 15.304
H812 2448755.844 B 15.310
H812 2448755.858 B 15.196
H812 2448755.886 B 15.174
H812 2448755.900 B 15.218
H812 2448755.913 B 15.166
H812 2448755.927 B 15.330
H812 2448755.942 B 15.411
H812 2448756.662 B 15.841
H812 2448756.676 B 15.579
H812 2448756.708 B 15.389
H812 2448756.722 B 15.317
H812 2448756.753 B 15.268
H812 2448756.767 B 15.090
H812 2448756.781 B 15.041
H812 2448756.795 B 15.188
H812 2448756.810 B 15.163
H812 2448756.825 B 15.324
H812 2448756.840 B 15.300
H812 2448756.853 B 15.330
H812 2448756.867 B 15.353
H812 2448756.881 B 15.460
H812 2448756.895 B 15.628
H812 2448756.910 B 15.608
H812 2448756.925 B 15.771
H812 2448756.939 B 15.297
H812 2448757.639 B 15.664
H812 2448757.654 B 15.085
H812 2448757.763 B 15.366
H812 2448757.777 B 15.533
H812 2448757.830 B 15.361
H812 2448757.872 B 16.340
H812 2448757.886 B  0.000
H812 2448757.900 B 16.329
H812 2448757.914 B 15.772
H812 2448757.939 B 15.847
H812 2448757.942 B 16.132
H812 2448758.663 B 15.266
H812 2448758.678 B 16.442
H812 2448758.705 B 15.425
H812 2448758.719 B 15.615
H812 2448758.755 B 15.471
H812 2448758.780 B 15.560
H812 2448758.799 B 15.615
H812 2448758.830 B 15.711
H812 2448758.848 B 15.567
H812 2448758.878 B 15.580
H812 2448758.898 B 15.394
H812 2448758.918 B 15.446
H812 2448758.938 B 15.034
H812 2448759.759 B 15.348
H812 2448759.789 B 15.288
H812 2448759.803 B 15.213
H812 2448759.817 B 15.260
H812 2448759.836 B 15.287
H812 2448759.850 B 15.002
H812 2448759.865 B 15.182
H812 2448759.878 B 15.234
H812 2448759.892 B 15.132
H812 2448759.907 B 15.152
H812 2448759.921 B 15.113
H812 2448759.935 B 15.157
H812 2448760.662 B  0.000
H812 2448760.686 B 15.248
H812 2448760.709 B 15.312
H812 2448760.723 B 15.316
H812 2448760.737 B 15.285
H812 2448760.752 B 14.876
H812 2448760.766 B 15.264
H812 2448760.780 B 14.919
H812 2448760.799 B 15.181
H812 2448760.824 B 15.169
H812 2448760.839 B 15.427
H812 2448760.858 B 15.064
H812 2448760.872 B 15.108
H812 2448760.900 B 15.315
H812 2449085.867 B 15.035
H812 2449085.880 B 15.049
H812 2449085.894 B 15.231
H812 2449085.908 B 15.213
H812 2449085.923 B 15.179
H812 2449085.938 B 15.118
H812 2449085.952 B 15.390
H812 2449086.663 B 15.405
H812 2449086.677 B 15.476
H812 2449086.691 B 15.226
H812 2449086.712 B 15.225
H812 2449086.728 B 14.987
H812 2449086.744 B 15.132
H812 2449086.789 B 14.947
H812 2449086.805 B 15.120
H812 2449086.822 B 15.090
H812 2449086.836 B 15.178
H812 2449086.850 B 15.288
H812 2449086.864 B 15.354
H812 2449086.878 B 15.305
H812 2449086.942 B 15.500
H812 2449086.956 B 15.535
H812 2449086.991 B 15.687
H812 2449087.005 B 15.835
H812 2449087.668 B 15.137
H812 2449087.709 B 15.851
H812 2449087.724 B 15.165
H812 2449087.737 B 15.703
H812 2449087.751 B 15.886
H812 2449087.765 B 15.666
H812 2449087.779 B 15.252
H812 2449087.792 B 15.218
H812 2449087.806 B 16.638
H812 2449087.872 B 15.347
H812 2449087.886 B 15.604
H812 2449087.919 B 15.552
H812 2449087.932 B 15.547
H812 2449087.945 B 15.393
H812 2449087.959 B 15.461
H812 2449087.972 B 15.353
H812 2449087.986 B 15.099
H812 2449088.000 B 15.217
H812 2449088.799 B 15.545
H812 2449088.813 B 15.493
H812 2449088.826 B 15.363
H812 2449088.840 B 15.389
H812 2449088.854 B 15.282
H812 2449088.870 B 15.391
H812 2449088.881 B 15.289
H812 2449088.905 B 15.176
H812 2449088.919 B 15.204
H812 2449088.936 B 15.193
H812 2449088.958 B 15.121
H812 2449088.972 B 15.077
H812 2449088.986 B 15.143
H812 2449088.999 B 15.125
H812 2449089.672 B 15.555
H812 2449089.692 B 15.553
H812 2449089.711 B 15.355
H812 2449089.730 B 15.328
H812 2449089.750 B 15.265
H812 2449089.769 B 15.241
H812 2449089.804 B 15.237
H812 2449089.833 B 15.107
H812 2449089.862 B 15.132
H812 2449089.950 B 15.245
H812 2449089.969 B 15.514
H812 2449089.988 B 15.430
H812 2449090.006 B 15.517
H812 2449090.661 B 15.343
H812 2449090.707 B 15.416
H812 2449090.724 B 15.318
H812 2449090.739 B 15.238
H812 2449090.769 B 15.076
H812 2449090.791 B 15.250
H812 2449090.809 B 15.243
H812 2449090.825 B 15.320
H812 2449090.842 B 15.331
H812 2449090.879 B  0.000
H812 2449090.895 B  0.000
H812 2449091.657 B 15.563
H812 2449091.671 B 15.418
H812 2449091.685 B 15.541
H812 2449091.699 B 15.167
H812 2449091.713 B 15.624
H812 2449091.727 B 15.180
H812 2449091.760 B 15.587
H812 2449091.787 B 16.785
H812 2449091.815 B  0.000
H812 2449091.835 B 16.678
H812 2449091.849 B 16.891
H812 2449091.862 B 16.259
H812 2449091.884 B  0.000
H812 2449091.906 B  0.000
H812 2449091.920 B 16.173
H812 2449091.934 B 15.469
H812 2449091.947 B 15.574
H812 2449091.961 B 15.439
H812 2449091.976 B 15.719
H812 2449091.990 B 15.654
H812 2450622.777 B 15.613
H812 2450622.791 B 15.517
H812 2450622.805 B 15.751
H812 2450622.818 B 15.923
X13  2448755.668 B 14.581
X13  2448755.683 B 14.967
X13  2448755.698 B 15.061
X13  2448755.714 B  0.000
X13  2448755.751 B  0.000
X13  2448755.765 B 15.329
X13  2448755.794 B  0.000
X13  2448755.808 B 16.388
X13  2448755.844 B 15.436
X13  2448755.858 B  0.000
X13  2448755.886 B 14.974
X13  2448755.900 B 15.731
X13  2448755.913 B 15.385
X13  2448755.927 B 15.358
X13  2448755.942 B 15.188
X13  2448756.662 B 14.904
X13  2448756.676 B 14.700
X13  2448756.708 B 15.159
X13  2448756.722 B  0.000
X13  2448756.753 B  0.000
X13  2448756.767 B  0.000
X13  2448756.781 B 15.277
X13  2448756.795 B  0.000
X13  2448756.810 B 14.915
X13  2448756.825 B 15.300
X13  2448756.840 B 15.246
X13  2448756.853 B 15.513
X13  2448756.867 B 15.421
X13  2448756.881 B 15.366
X13  2448756.895 B 15.314
X13  2448756.910 B 15.225
X13  2448756.925 B 15.443
X13  2448756.939 B 15.272
X13  2448757.639 B 14.696
X13  2448757.654 B 14.979
X13  2448757.763 B  0.000
X13  2448757.777 B  0.000
X13  2448757.830 B  0.000
X13  2448757.872 B  0.000
X13  2448757.886 B  0.000
X13  2448757.900 B  0.000
X13  2448757.914 B  0.000
X13  2448757.939 B 15.097
X13  2448757.942 B 14.955
X13  2448758.663 B  0.000
X13  2448758.678 B 14.836
X13  2448758.705 B 15.080
X13  2448758.719 B 15.136
X13  2448758.755 B 15.079
X13  2448758.780 B 15.133
X13  2448758.799 B  0.000
X13  2448758.830 B 15.404
X13  2448758.848 B  0.000
X13  2448758.878 B 15.517
X13  2448758.898 B  0.000
X13  2448758.918 B 15.455
X13  2448758.938 B 15.416
X13  2448759.759 B 15.233
X13  2448759.789 B 15.374
X13  2448759.803 B 15.382
X13  2448759.817 B  0.000
X13  2448759.836 B 15.259
X13  2448759.850 B 15.393
X13  2448759.865 B 15.409
X13  2448759.878 B  0.000
X13  2448759.892 B  0.000
X13  2448759.907 B  0.000
X13  2448759.921 B  0.000
X13  2448759.935 B  0.000
X13  2448760.662 B 15.268
X13  2448760.686 B 15.599
X13  2448760.709 B 14.858
X13  2448760.723 B  0.000
X13  2448760.737 B  0.000
X13  2448760.752 B 15.104
X13  2448760.766 B 15.167
X13  2448760.780 B 14.920
X13  2448760.799 B  0.000
X13  2448760.824 B  0.000
X13  2448760.839 B 15.292
X13  2448760.858 B  0.000
X13  2448760.872 B  0.000
X13  2448760.900 B 15.116
X13  2449085.867 B  0.000
X13  2449085.880 B 15.327
X13  2449085.894 B 15.280
X13  2449085.908 B 15.187
X13  2449085.923 B 15.206
X13  2449085.938 B 15.409
X13  2449085.952 B 15.410
X13  2449086.663 B  0.000
X13  2449086.677 B  0.000
X13  2449086.691 B 15.373
X13  2449086.712 B 14.821
X13  2449086.728 B 15.005
X13  2449086.744 B 15.238
X13  2449086.789 B 14.800
X13  2449086.805 B 14.978
X13  2449086.822 B 15.772
X13  2449086.836 B 15.037
X13  2449086.850 B 15.093
X13  2449086.864 B 15.253
X13  2449086.878 B 14.911
X13  2449086.942 B 15.413
X13  2449086.956 B 15.366
X13  2449086.991 B 15.375
X13  2449087.005 B 15.363
X13  2449087.668 B 15.487
X13  2449087.709 B  0.000
X13  2449087.724 B 14.706
X13  2449087.737 B 14.428
X13  2449087.751 B 14.763
X13  2449087.765 B 14.914
X13  2449087.779 B 14.790
X13  2449087.792 B  0.000
X13  2449087.806 B 14.518
X13  2449087.872 B 15.225
X13  2449087.886 B 15.085
X13  2449087.919 B 15.287
X13  2449087.932 B  0.000
X13  2449087.945 B  0.000
X13  2449087.959 B  0.000
X13  2449087.972 B 15.368
X13  2449087.986 B 15.452
X13  2449088.000 B 15.223
X13  2449088.799 B 14.591
X13  2449088.813 B 15.129
X13  2449088.826 B  0.000
X13  2449088.840 B 15.336
X13  2449088.854 B  0.000
X13  2449088.870 B 15.448
X13  2449088.881 B 15.325
X13  2449088.905 B 15.263
X13  2449088.919 B 15.400
X13  2449088.936 B  0.000
X13  2449088.958 B  0.000
X13  2449088.972 B  0.000
X13  2449088.986 B 15.444
X13  2449088.999 B  0.000
X13  2449089.672 B  0.000
X13  2449089.692 B 15.431
X13  2449089.711 B  0.000
X13  2449089.730 B 14.537
X13  2449089.750 B 14.418
X13  2449089.769 B 14.701
X13  2449089.804 B 15.378
X13  2449089.833 B  0.000
X13  2449089.862 B 14.944
X13  2449089.950 B 15.306
X13  2449089.969 B 15.446
X13  2449089.988 B 15.272
X13  2449090.006 B 15.402
X13  2449090.661 B 15.391
X13  2449090.707 B 15.090
X13  2449090.724 B  0.000
X13  2449090.739 B 14.983
X13  2449090.769 B 14.484
X13  2449090.791 B 15.303
X13  2449090.809 B 14.959
X13  2449090.825 B 15.029
X13  2449090.842 B 15.083
X13  2449090.879 B  0.000
X13  2449090.895 B  0.000
X13  2449091.657 B  0.000
X13  2449091.671 B 15.300
X13  2449091.685 B 15.253
X13  2449091.699 B 15.208
X13  2449091.713 B  0.000
X13  2449091.727 B  0.000
X13  2449091.760 B 14.590
X13  2449091.787 B 14.584
X13  2449091.815 B  0.000
X13  2449091.835 B 14.747
X13  2449091.849 B  0.000
X13  2449091.862 B  0.000
X13  2449091.884 B  0.000
X13  2449091.906 B  0.000
X13  2449091.920 B  0.000
X13  2449091.934 B 15.033
X13  2449091.947 B 15.101
X13  2449091.961 B 15.134
X13  2449091.976 B 15.273
X13  2449091.990 B 15.144
X13  2450622.777 B  0.000
X13  2450622.791 B  0.000
X13  2450622.805 B  0.000
X13  2450622.818 B  0.000
X36  2448755.668 B 15.810
X36  2448755.683 B 15.751
X36  2448755.698 B  0.000
X36  2448755.714 B  0.000
X36  2448755.751 B 15.958
X36  2448755.765 B 16.068
X36  2448755.794 B 15.983
X36  2448755.808 B 15.914
X36  2448755.844 B 15.916
X36  2448755.858 B 15.750
X36  2448755.886 B 15.380
X36  2448755.900 B 15.109
X36  2448755.913 B 15.167
X36  2448755.927 B 15.246
X36  2448755.942 B 15.153
X36  2448756.662 B  0.000
X36  2448756.676 B  0.000
X36  2448756.708 B 16.103
X36  2448756.722 B 16.727
X36  2448756.753 B 15.913
X36  2448756.767 B 15.921
X36  2448756.781 B 16.347
X36  2448756.795 B 15.724
X36  2448756.810 B 16.139
X36  2448756.825 B  0.000
X36  2448756.840 B 15.776
X36  2448756.853 B  0.000
X36  2448756.867 B 15.790
X36  2448756.881 B 15.665
X36  2448756.895 B 15.670
X36  2448756.910 B 15.067
X36  2448756.925 B 15.052
X36  2448756.939 B 15.002
X36  2448757.639 B 16.206
X36  2448757.654 B  0.000
X36  2448757.763 B  0.000
X36  2448757.777 B 15.854
X36  2448757.830 B 15.953
X36  2448757.872 B 15.987
X36  2448757.886 B 15.908
X36  2448757.900 B 15.915
X36  2448757.914 B 15.488
X36  2448757.939 B 15.210
X36  2448757.942 B 14.921
X36  2448758.663 B  0.000
X36  2448758.678 B 15.976
X36  2448758.705 B 15.922
X36  2448758.719 B  0.000
X36  2448758.755 B 15.732
X36  2448758.780 B  0.000
X36  2448758.799 B 16.226
X36  2448758.830 B 15.834
X36  2448758.848 B 16.011
X36  2448758.878 B 15.875
X36  2448758.898 B 15.898
X36  2448758.918 B 16.054
X36  2448758.938 B 15.384
X36  2448759.759 B 15.923
X36  2448759.789 B  0.000
X36  2448759.803 B 16.046
X36  2448759.817 B  0.000
X36  2448759.836 B 15.931
X36  2448759.850 B 16.392
X36  2448759.865 B 15.937
X36  2448759.878 B  0.000
X36  2448759.892 B 15.838
X36  2448759.907 B 15.732
X36  2448759.921 B 16.252
X36  2448759.935 B 15.644
X36  2448760.662 B  0.000
X36  2448760.686 B 15.715
X36  2448760.709 B 15.767
X36  2448760.723 B 15.926
X36  2448760.737 B  0.000
X36  2448760.752 B 15.888
X36  2448760.766 B 15.925
X36  2448760.780 B 16.039
X36  2448760.799 B 15.791
X36  2448760.824 B 15.941
X36  2448760.839 B 15.842
X36  2448760.858 B 15.802
X36  2448760.872 B 15.796
X36  2448760.900 B 16.435
X36  2449085.867 B 15.550
X36  2449085.880 B 15.548
X36  2449085.894 B 15.599
X36  2449085.908 B 15.570
X36  2449085.923 B 15.652
X36  2449085.938 B 15.677
X36  2449085.952 B 15.780
X36  2449086.663 B 15.631
X36  2449086.677 B 15.970
X36  2449086.691 B 15.798
X36  2449086.712 B 15.976
X36  2449086.728 B 15.884
X36  2449086.744 B 15.517
X36  2449086.789 B 15.033
X36  2449086.805 B 16.362
X36  2449086.822 B 15.124
X36  2449086.836 B 15.233
X36  2449086.850 B 15.360
X36  2449086.864 B 15.486
X36  2449086.878 B 15.303
X36  2449086.942 B 15.824
X36  2449086.956 B 16.184
X36  2449086.991 B 16.593
X36  2449087.005 B 16.267
X36  2449087.668 B 16.126
X36  2449087.709 B 16.348
X36  2449087.724 B  0.000
X36  2449087.737 B 16.727
X36  2449087.751 B  0.000
X36  2449087.765 B  0.000
X36  2449087.779 B 15.432
X36  2449087.792 B 15.090
X36  2449087.806 B 15.092
X36  2449087.872 B 15.371
X36  2449087.886 B 15.360
X36  2449087.919 B 15.721
X36  2449087.932 B 15.583
X36  2449087.945 B 15.717
X36  2449087.959 B 15.550
X36  2449087.972 B 15.692
X36  2449087.986 B 16.342
X36  2449088.000 B 15.930
X36  2449088.799 B 15.625
X36  2449088.813 B 15.224
X36  2449088.826 B 15.032
X36  2449088.840 B 15.100
X36  2449088.854 B 15.001
X36  2449088.870 B 15.341
X36  2449088.881 B 15.344
X36  2449088.905 B 15.042
X36  2449088.919 B 15.339
X36  2449088.936 B 15.431
X36  2449088.958 B 15.704
X36  2449088.972 B 15.633
X36  2449088.986 B 15.790
X36  2449088.999 B 15.831
X36  2449089.672 B 16.179
X36  2449089.692 B 16.100
X36  2449089.711 B 15.888
X36  2449089.730 B 15.927
X36  2449089.750 B 15.867
X36  2449089.769 B 15.861
X36  2449089.804 B 15.562
X36  2449089.833 B 15.140
X36  2449089.862 B 15.234
X36  2449089.950 B 15.625
X36  2449089.969 B 15.639
X36  2449089.988 B 15.999
X36  2449090.006 B 15.573
X36  2449090.661 B 15.721
X36  2449090.707 B 15.847
X36  2449090.724 B 15.957
X36  2449090.739 B 16.235
X36  2449090.769 B 15.879
X36  2449090.791 B 15.921
X36  2449090.809 B 16.005
X36  2449090.825 B 15.675
X36  2449090.842 B 15.420
X36  2449090.879 B 14.892
X36  2449090.895 B 15.197
X36  2449091.657 B  0.000
X36  2449091.671 B 15.858
X36  2449091.685 B 15.985
X36  2449091.699 B 15.848
X36  2449091.713 B 15.738
X36  2449091.727 B 15.676
X36  2449091.760 B  0.000
X36  2449091.787 B  0.000
X36  2449091.815 B  0.000
X36  2449091.835 B 15.866
X36  2449091.849 B 15.760
X36  2449091.862 B 15.545
X36  2449091.884 B 15.018
X36  2449091.906 B 15.398
X36  2449091.920 B 15.118
X36  2449091.934 B 15.076
X36  2449091.947 B 15.137
X36  2449091.961 B 15.268
X36  2449091.976 B 15.733
X36  2449091.990 B 15.496
X36  2450622.777 B 15.744
X36  2450622.791 B 15.738
X36  2450622.805 B 15.682
X36  2450622.818 B 15.416
X14  2448755.668 B  0.000
X14  2448755.683 B  0.000
X14  2448755.698 B 16.206
X14  2448755.714 B 15.928
X14  2448755.751 B 15.850
X14  2448755.765 B 15.673
X14  2448755.794 B 15.506
X14  2448755.808 B 15.618
X14  2448755.844 B 15.686
X14  2448755.858 B 15.792
X14  2448755.886 B 15.930
X14  2448755.900 B 16.078
X14  2448755.913 B 16.096
X14  2448755.927 B 16.424
X14  2448755.942 B 16.511
X14  2448756.662 B 15.850
X14  2448756.676 B 15.847
X14  2448756.708 B 15.836
X14  2448756.722 B 16.352
X14  2448756.753 B 16.276
X14  2448756.767 B 16.175
X14  2448756.781 B 16.022
X14  2448756.795 B 16.198
X14  2448756.810 B 16.173
X14  2448756.825 B 15.976
X14  2448756.840 B 16.150
X14  2448756.853 B 15.952
X14  2448756.867 B 15.755
X14  2448756.881 B 15.705
X14  2448756.895 B 15.734
X14  2448756.910 B 15.690
X14  2448756.925 B 15.764
X14  2448756.939 B 15.590
X14  2448757.639 B 16.124
X14  2448757.654 B 16.302
X14  2448757.763 B 15.702
X14  2448757.777 B 15.664
X14  2448757.830 B 16.050
X14  2448757.872 B  0.000
X14  2448757.886 B  0.000
X14  2448757.900 B  0.000
X14  2448757.914 B  0.000
X14  2448757.939 B 16.628
X14  2448757.942 B 16.399
X14  2448758.663 B  0.000
X14  2448758.678 B  0.000
X14  2448758.705 B 16.559
X14  2448758.719 B 16.107
X14  2448758.755 B  0.000
X14  2448758.780 B 15.877
X14  2448758.799 B 15.621
X14  2448758.830 B 15.683
X14  2448758.848 B 15.686
X14  2448758.878 B 15.618
X14  2448758.898 B 15.857
X14  2448758.918 B 15.912
X14  2448758.938 B 15.956
X14  2448759.759 B 15.833
X14  2448759.789 B 16.056
X14  2448759.803 B 16.158
X14  2448759.817 B 16.087
X14  2448759.836 B 16.271
X14  2448759.850 B 16.134
X14  2448759.865 B 15.930
X14  2448759.878 B 15.945
X14  2448759.892 B 15.944
X14  2448759.907 B 15.682
X14  2448759.921 B 15.626
X14  2448759.935 B 15.726
X14  2448760.662 B  0.000
X14  2448760.686 B 16.323
X14  2448760.709 B 15.862
X14  2448760.723 B 15.672
X14  2448760.737 B 15.786
X14  2448760.752 B 15.621
X14  2448760.766 B 15.637
X14  2448760.780 B 15.590
X14  2448760.799 B 15.839
X14  2448760.824 B 15.895
X14  2448760.839 B 15.982
X14  2448760.858 B 16.053
X14  2448760.872 B 16.435
X14  2448760.900 B  0.000
X14  2449085.867 B 15.900
X14  2449085.880 B 15.561
X14  2449085.894 B 15.766
X14  2449085.908 B 15.668
X14  2449085.923 B 15.668
X14  2449085.938 B 15.519
X14  2449085.952 B 15.713
X14  2449086.663 B 16.129
X14  2449086.677 B 15.845
X14  2449086.691 B 15.957
X14  2449086.712 B 15.404
X14  2449086.728 B 15.735
X14  2449086.744 B 15.563
X14  2449086.789 B 15.704
X14  2449086.805 B 15.822
X14  2449086.822 B 15.910
X14  2449086.836 B 15.889
X14  2449086.850 B 15.968
X14  2449086.864 B 16.122
X14  2449086.878 B 16.079
X14  2449086.942 B 16.003
X14  2449086.956 B 16.105
X14  2449086.991 B 15.723
X14  2449087.005 B 15.898
X14  2449087.668 B 16.021
X14  2449087.709 B  0.000
X14  2449087.724 B  0.000
X14  2449087.737 B  0.000
X14  2449087.751 B  0.000
X14  2449087.765 B  0.000
X14  2449087.779 B 16.070
X14  2449087.792 B  0.000
X14  2449087.806 B  0.000
X14  2449087.872 B 15.497
X14  2449087.886 B 15.639
X14  2449087.919 B 15.771
X14  2449087.932 B 15.857
X14  2449087.945 B 15.945
X14  2449087.959 B 15.882
X14  2449087.972 B 15.953
X14  2449087.986 B 16.212
X14  2449088.000 B 16.028
X14  2449088.799 B 16.065
X14  2449088.813 B 16.071
X14  2449088.826 B 16.112
X14  2449088.840 B 16.120
X14  2449088.854 B 16.322
X14  2449088.870 B 16.111
X14  2449088.881 B 16.026
X14  2449088.905 B 15.745
X14  2449088.919 B 15.582
X14  2449088.936 B 15.738
X14  2449088.958 B 15.584
X14  2449088.972 B 15.763
X14  2449088.986 B 15.777
X14  2449088.999 B 15.847
X14  2449089.672 B 16.096
X14  2449089.692 B 16.035
X14  2449089.711 B 15.909
X14  2449089.730 B 15.697
X14  2449089.750 B 15.540
X14  2449089.769 B 15.524
X14  2449089.804 B 15.597
X14  2449089.833 B 15.842
X14  2449089.862 B 15.951
X14  2449089.950 B 16.280
X14  2449089.969 B 16.276
X14  2449089.988 B 16.130
X14  2449090.006 B 15.677
X14  2449090.661 B 15.756
X14  2449090.707 B 16.075
X14  2449090.724 B 15.794
X14  2449090.739 B 16.330
X14  2449090.769 B 16.036
X14  2449090.791 B 16.284
X14  2449090.809 B 15.997
X14  2449090.825 B 16.002
X14  2449090.842 B 15.908
X14  2449090.879 B  0.000
X14  2449090.895 B  0.000
X14  2449091.657 B 16.402
X14  2449091.671 B 16.112
X14  2449091.685 B 15.945
X14  2449091.699 B 15.878
X14  2449091.713 B 15.971
X14  2449091.727 B 15.814
X14  2449091.760 B 15.945
X14  2449091.787 B  0.000
X14  2449091.815 B  0.000
X14  2449091.835 B  0.000
X14  2449091.849 B  0.000
X14  2449091.862 B  0.000
X14  2449091.884 B  0.000
X14  2449091.906 B  0.000
X14  2449091.920 B 16.680
X14  2449091.934 B 16.217
X14  2449091.947 B 16.306
X14  2449091.961 B 15.929
X14  2449091.976 B 15.869
X14  2449091.990 B 15.520
X14  2450622.777 B 15.704
X14  2450622.791 B 15.869
X14  2450622.805 B 15.839
X14  2450622.818 B 15.906
H903 2448755.668 B 15.330
H903 2448755.683 B 15.540
H903 2448755.698 B 15.510
H903 2448755.714 B 15.559
H903 2448755.751 B 15.497
H903 2448755.765 B 15.526
H903 2448755.794 B 15.561
H903 2448755.808 B 15.574
H903 2448755.844 B 15.604
H903 2448755.858 B 15.670
H903 2448755.886 B 15.566
H903 2448755.900 B 15.689
H903 2448755.913 B 15.683
H903 2448755.927 B 15.604
H903 2448755.942 B 16.253
H903 2448756.662 B 15.535
H903 2448756.676 B 15.771
H903 2448756.708 B 15.687
H903 2448756.722 B 15.462
H903 2448756.753 B 15.824
H903 2448756.767 B 15.555
H903 2448756.781 B 15.434
H903 2448756.795 B 15.376
H903 2448756.810 B 15.492
H903 2448756.825 B 15.372
H903 2448756.840 B 15.284
H903 2448756.853 B 15.336
H903 2448756.867 B 15.329
H903 2448756.881 B 15.267
H903 2448756.895 B 15.366
H903 2448756.910 B 15.345
H903 2448756.925 B 15.278
H903 2448756.939 B 15.350
H903 2448757.639 B 15.251
H903 2448757.654 B 15.910
H903 2448757.763 B 15.542
H903 2448757.777 B 15.595
H903 2448757.830 B 15.616
H903 2448757.872 B  0.000
H903 2448757.886 B  0.000
H903 2448757.900 B 15.943
H903 2448757.914 B 15.392
H903 2448757.939 B 15.533
H903 2448757.942 B 15.523
H903 2448758.663 B  0.000
H903 2448758.678 B 16.206
H903 2448758.705 B 15.543
H903 2448758.719 B 15.653
H903 2448758.755 B 15.412
H903 2448758.780 B 15.352
H903 2448758.799 B 15.356
H903 2448758.830 B 15.382
H903 2448758.848 B 15.305
H903 2448758.878 B 15.309
H903 2448758.898 B 15.379
H903 2448758.918 B 15.312
H903 2448758.938 B 15.452
H903 2448759.759 B 15.548
H903 2448759.789 B 15.752
H903 2448759.803 B 15.651
H903 2448759.817 B 15.605
H903 2448759.836 B 16.232
H903 2448759.850 B 15.631
H903 2448759.865 B 15.786
H903 2448759.878 B 15.657
H903 2448759.892 B 15.712
H903 2448759.907 B 15.657
H903 2448759.921 B 15.765
H903 2448759.935 B 15.645
H903 2448760.662 B  0.000
H903 2448760.686 B 15.694
H903 2448760.709 B 15.660
H903 2448760.723 B 15.650
H903 2448760.737 B 15.593
H903 2448760.752 B 15.541
H903 2448760.766 B 15.465
H903 2448760.780 B 15.411
H903 2448760.799 B 15.357
H903 2448760.824 B 15.545
H903 2448760.839 B 15.582
H903 2448760.858 B 15.668
H903 2448760.872 B 15.225
H903 2448760.900 B 15.267
H903 2449085.867 B 15.750
H903 2449085.880 B 15.744
H903 2449085.894 B 15.702
H903 2449085.908 B 15.645
H903 2449085.923 B 15.723
H903 2449085.938 B 15.765
H903 2449085.952 B 15.753
H903 2449086.663 B 15.736
H903 2449086.677 B 15.614
H903 2449086.691 B 15.537
H903 2449086.712 B 15.356
H903 2449086.728 B 15.376
H903 2449086.744 B 15.363
H903 2449086.789 B 15.333
H903 2449086.805 B 15.251
H903 2449086.822 B 15.314
H903 2449086.836 B 15.370
H903 2449086.850 B 15.392
H903 2449086.864 B 15.359
H903 2449086.878 B 15.279
H903 2449086.942 B 15.441
H903 2449086.956 B 15.485
H903 2449086.991 B 15.564
H903 2449087.005 B 15.891
H903 2449087.668 B 15.661
H903 2449087.709 B 15.502
H903 2449087.724 B 15.623
H903 2449087.737 B 15.456
H903 2449087.751 B 15.526
H903 2449087.765 B 15.550
H903 2449087.779 B 15.560
H903 2449087.792 B 15.590
H903 2449087.806 B 15.718
H903 2449087.872 B 15.702
H903 2449087.886 B 15.709
H903 2449087.919 B 15.714
H903 2449087.932 B 15.705
H903 2449087.945 B 15.745
H903 2449087.959 B 15.755
H903 2449087.972 B 15.749
H903 2449087.986 B 15.705
H903 2449088.000 B 15.683
H903 2449088.799 B 15.324
H903 2449088.813 B 15.247
H903 2449088.826 B 15.285
H903 2449088.840 B 15.366
H903 2449088.854 B 15.376
H903 2449088.870 B 15.434
H903 2449088.881 B 15.418
H903 2449088.905 B 15.533
H903 2449088.919 B 15.461
H903 2449088.936 B 15.527
H903 2449088.958 B 15.470
H903 2449088.972 B 15.545
H903 2449088.986 B 15.608
H903 2449088.999 B 15.613
