Title: BV Photometry Of The RR Lyrae Variables Of The Globular Cluster M3  
Authors: Corwin T.M., Carney B.W. 
Table: B and V Photometry of the Variable Stars
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---   Name   Variable name
   6- 16 F11.3  d     JD     Julian date of observation
      18 A1     ---   Filt   Filter used 
  20- 25 F6.3   mag   Mag    ? Observed magnitude in Filt
--------------------------------------------------------------------------------
name JD filter mag
v35  2449087.986 B 15.090
v35  2449088.000 B 15.229
v35  2449088.799 B 16.451
v35  2449088.813 B 16.474
v35  2449088.826 B 16.472
v35  2449088.840 B 16.432
v35  2449088.854 B 16.424
v35  2449088.870 B 16.378
v35  2449088.881 B 16.348
v35  2449088.905 B 16.308
v35  2449088.919 B 16.312
v35  2449088.936 B 16.323
v35  2449088.958 B 16.221
v35  2449088.972 B 15.957
v35  2449088.986 B 15.369
v35  2449088.999 B 14.848
v35  2449089.672 B 15.795
v35  2449089.692 B 15.892
v35  2449089.711 B 15.983
v35  2449089.730 B 16.061
v35  2449089.750 B 16.141
v35  2449089.769 B 16.193
v35  2449089.804 B 16.316
v35  2449089.833 B 16.422
v35  2449089.862 B 16.484
v35  2449089.950 B 16.372
v35  2449089.969 B 16.310
v35  2449089.988 B 16.297
v35  2449090.006 B 16.227
v35  2449090.661 B 15.336
v35  2449090.707 B 15.671
v35  2449090.724 B 15.767
v35  2449090.739 B 15.853
v35  2449090.769 B 15.993
v35  2449090.791 B 16.086
v35  2449090.809 B 16.151
v35  2449090.825 B 16.205
v35  2449090.842 B 16.250
v35  2449090.879 B 16.349
v35  2449090.895 B 16.413
v35  2449091.657 B 14.711
v35  2449091.671 B 14.810
v35  2449091.685 B 14.973
v35  2449091.699 B 15.108
v35  2449091.713 B 15.277
v35  2449091.727 B 15.379
v35  2449091.760 B 15.616
v35  2449091.787 B 15.790
v35  2449091.815 B 15.920
v35  2449091.835 B 16.031
v35  2449091.849 B 16.060
v35  2449091.862 B 16.146
v35  2449091.884 B 16.201
v35  2449091.906 B 16.271
v35  2449091.920 B 16.300
v35  2449091.934 B 16.341
v35  2449091.947 B 16.390
v35  2449091.961 B 16.426
v35  2449091.976 B 16.469
v35  2449091.990 B 16.482
v35  2450622.777 B 15.886
v35  2450622.791 B 15.628
v35  2450622.805 B 15.444
v35  2450622.818 B 15.340
v36  2448755.668 B 15.478
v36  2448755.683 B 15.537
v36  2448755.698 B 15.640
v36  2448755.714 B 15.728
v36  2448755.751 B 15.872
v36  2448755.765 B 15.934
v36  2448755.794 B 16.061
v36  2448755.808 B 16.087
v36  2448755.844 B 16.226
v36  2448755.858 B 16.262
v36  2448755.886 B 16.318
v36  2448755.900 B 16.347
v36  2448755.913 B 16.353
v36  2448755.927 B 16.340
v36  2448755.942 B 16.350
v36  2448756.662 B 15.745
v36  2448756.676 B 15.372
v36  2448756.708 B 15.073
v36  2448756.722 B 15.188
v36  2448756.753 B 15.412
v36  2448756.767 B 15.502
v36  2448756.781 B 15.588
v36  2448756.795 B 15.659
v36  2448756.810 B 15.781
v36  2448756.825 B 15.810
v36  2448756.840 B 15.883
v36  2448756.853 B 15.936
v36  2448756.867 B 15.993
v36  2448756.881 B 16.039
v36  2448756.895 B 16.097
v36  2448756.910 B 16.147
v36  2448756.925 B 16.201
v36  2448756.939 B 16.244
v36  2448757.639 B 16.381
v36  2448757.654 B 16.318
v36  2448757.763 B 15.455
v36  2448757.777 B 15.083
v36  2448757.830 B 15.285
v36  2448757.872 B 15.599
v36  2448757.886 B 15.665
v36  2448757.900 B 15.765
v36  2448757.914 B 15.837
v36  2448757.939 B 15.896
v36  2448757.942 B 15.937
v36  2448758.663 B 16.379
v36  2448758.678 B 16.362
v36  2448758.705 B 16.361
v36  2448758.719 B 16.353
v36  2448758.755 B 16.322
v36  2448758.780 B 16.408
v36  2448758.799 B 16.362
v36  2448758.830 B 16.283
v36  2448758.848 B 15.623
v36  2448758.878 B 15.026
v36  2448758.898 B 15.127
v36  2448758.918 B 15.281
v36  2448758.938 B 15.451
v36  2448759.759 B 16.386
v36  2448759.789 B 16.354
v36  2448759.803 B 16.356
v36  2448759.817 B 16.389
v36  2448759.836 B 16.334
v36  2448759.850 B 16.327
v36  2448759.865 B 16.362
v36  2448759.878 B 16.408
v36  2448759.892 B 16.453
v36  2448759.907 B 16.426
v36  2448759.921 B 16.271
v36  2448759.935 B 15.732
v36  2448760.662 B 15.962
v36  2448760.686 B 16.010
v36  2448760.709 B 16.054
v36  2448760.723 B 16.130
v36  2448760.737 B 16.187
v36  2448760.752 B 16.235
v36  2448760.766 B 16.264
v36  2448760.780 B 16.318
v36  2448760.799 B 16.339
v36  2448760.824 B 16.353
v36  2448760.839 B 16.362
v36  2448760.858 B 16.344
v36  2448760.872 B 16.346
v36  2448760.900 B 16.356
v36  2449085.867 B 16.030
v36  2449085.880 B 16.079
v36  2449085.894 B 16.138
v36  2449085.908 B 16.173
v36  2449085.923 B 16.230
v36  2449085.938 B 16.276
v36  2449085.952 B 16.313
v36  2449086.663 B 16.372
v36  2449086.677 B 16.379
v36  2449086.691 B 16.434
v36  2449086.712 B 16.465
v36  2449086.728 B 16.333
v36  2449086.744 B 15.839
v36  2449086.789 B 15.039
v36  2449086.805 B 15.153
v36  2449086.822 B 15.295
v36  2449086.836 B 15.399
v36  2449086.850 B 15.491
v36  2449086.864 B 15.582
v36  2449086.878 B 15.671
v36  2449086.942 B 15.960
v36  2449086.956 B 16.002
v36  2449086.991 B 16.146
v36  2449087.005 B 16.205
v36  2449087.668 B 16.360
v36  2449087.709 B 16.357
v36  2449087.724 B 16.333
v36  2449087.737 B 16.296
v36  2449087.751 B 16.316
v36  2449087.765 B 16.366
v36  2449087.779 B 16.411
v36  2449087.792 B 16.446
v36  2449087.806 B 16.416
v36  2449087.872 B 15.002
v36  2449087.886 B 15.101
v36  2449087.919 B 15.325
v36  2449087.932 B 15.418
v36  2449087.945 B 15.609
v36  2449087.959 B 15.595
v36  2449087.972 B 15.685
v36  2449087.986 B 15.730
v36  2449088.000 B 15.800
v36  2449088.799 B 16.374
v36  2449088.813 B 16.338
v36  2449088.826 B 16.270
v36  2449088.840 B 16.315
v36  2449088.854 B 16.357
v36  2449088.870 B 16.419
v36  2449088.881 B 16.453
v36  2449088.905 B 16.424
v36  2449088.919 B 16.165
v36  2449088.936 B 15.533
v36  2449088.958 B 15.033
v36  2449088.972 B 15.065
v36  2449088.986 B 15.163
v36  2449088.999 B 15.264
v36  2449089.672 B 15.949
v36  2449089.692 B 16.036
v36  2449089.711 B 16.086
v36  2449089.730 B 16.164
v36  2449089.750 B 16.226
v36  2449089.769 B 16.255
v36  2449089.804 B 16.340
v36  2449089.833 B 16.363
v36  2449089.862 B 16.337
v36  2449089.950 B 16.409
v36  2449089.969 B 16.445
v36  2449089.988 B 16.472
v36  2449090.006 B 16.158
v36  2449090.661 B 15.464
v36  2449090.707 B 15.717
v36  2449090.724 B 15.795
v36  2449090.739 B 15.864
v36  2449090.769 B 15.986
v36  2449090.791 B 16.081
v36  2449090.809 B 16.133
v36  2449090.825 B 16.192
v36  2449090.842 B 16.269
v36  2449090.879 B 16.363
v36  2449090.895 B 16.398
v36  2449091.657 B 15.749
v36  2449091.671 B 15.342
v36  2449091.685 B 15.073
v36  2449091.699 B 15.081
v36  2449091.713 B 15.174
v36  2449091.727 B 15.299
v36  2449091.760 B 15.486
v36  2449091.787 B 15.658
v36  2449091.815 B 15.803
v36  2449091.835 B  0.000
v36  2449091.849 B 16.042
v36  2449091.862 B 16.017
v36  2449091.884 B 16.121
v36  2449091.906 B 16.194
v36  2449091.920 B 16.220
v36  2449091.934 B 16.247
v36  2449091.947 B 16.296
v36  2449091.961 B 16.334
v36  2449091.976 B 16.359
v36  2449091.990 B 16.357
v36  2450622.777 B 15.893
v36  2450622.791 B 15.938
v36  2450622.805 B 16.019
v36  2450622.818 B 16.064
v37  2448755.668 B 16.165
v37  2448755.683 B 16.174
v37  2448755.698 B 16.167
v37  2448755.714 B 16.154
v37  2448755.751 B 15.970
v37  2448755.765 B 15.795
v37  2448755.794 B 15.622
v37  2448755.808 B 15.581
v37  2448755.844 B 15.687
v37  2448755.858 B 15.592
v37  2448755.886 B 15.728
v37  2448755.900 B 15.746
v37  2448755.913 B 15.807
v37  2448755.927 B 15.899
v37  2448755.942 B 15.983
v37  2448756.662 B 16.167
v37  2448756.676 B 16.170
v37  2448756.708 B 16.116
v37  2448756.722 B 16.044
v37  2448756.753 B 15.752
v37  2448756.767 B 15.775
v37  2448756.781 B 15.602
v37  2448756.795 B 15.553
v37  2448756.810 B 15.537
v37  2448756.825 B 15.562
v37  2448756.840 B 15.593
v37  2448756.853 B 15.630
v37  2448756.867 B 15.694
v37  2448756.881 B 15.756
v37  2448756.895 B 15.814
v37  2448756.910 B 15.869
v37  2448756.925 B 15.952
v37  2448756.939 B 16.034
v37  2448757.639 B 16.141
v37  2448757.654 B 16.157
v37  2448757.763 B 15.575
v37  2448757.777 B 15.529
v37  2448757.830 B 15.624
v37  2448757.872 B 15.801
v37  2448757.886 B 15.881
v37  2448757.900 B 15.946
v37  2448757.914 B 16.017
v37  2448757.939 B 16.078
v37  2448757.942 B 16.101
v37  2448758.663 B 16.161
v37  2448758.678 B 16.109
v37  2448758.705 B 15.795
v37  2448758.719 B 15.640
v37  2448758.755 B 15.548
v37  2448758.780 B 15.524
v37  2448758.799 B 15.532
v37  2448758.830 B 15.675
v37  2448758.848 B 15.778
v37  2448758.878 B 15.949
v37  2448758.898 B 16.047
v37  2448758.918 B 16.090
v37  2448758.938 B 16.124
v37  2448759.759 B 15.490
v37  2448759.789 B 15.601
v37  2448759.803 B 15.654
v37  2448759.817 B 15.728
v37  2448759.836 B 15.824
v37  2448759.850 B 15.891
v37  2448759.865 B 15.970
v37  2448759.878 B 16.018
v37  2448759.892 B 16.107
v37  2448759.907 B 16.118
v37  2448759.921 B 16.152
v37  2448759.935 B 16.144
v37  2448760.662 B  0.000
v37  2448760.686 B 15.670
v37  2448760.709 B 15.567
v37  2448760.723 B 15.630
v37  2448760.737 B 15.537
v37  2448760.752 B 15.555
v37  2448760.766 B 15.589
v37  2448760.780 B 15.635
v37  2448760.799 B 15.708
v37  2448760.824 B 15.857
v37  2448760.839 B 15.932
v37  2448760.858 B 16.050
v37  2448760.872 B 16.103
v37  2448760.900 B 16.185
v37  2449085.867 B 16.074
v37  2449085.880 B 16.120
v37  2449085.894 B 16.151
v37  2449085.908 B 16.166
v37  2449085.923 B 16.140
v37  2449085.938 B 16.200
v37  2449085.952 B 16.184
v37  2449086.663 B 15.698
v37  2449086.677 B 15.670
v37  2449086.691 B 15.608
v37  2449086.712 B 15.574
v37  2449086.728 B 15.582
v37  2449086.744 B 15.629
v37  2449086.789 B 15.797
v37  2449086.805 B 15.875
v37  2449086.822 B 15.979
v37  2449086.836 B 16.049
v37  2449086.850 B 16.121
v37  2449086.864 B 16.154
v37  2449086.878 B 16.173
v37  2449086.942 B 16.179
v37  2449086.956 B 16.068
v37  2449086.991 B 15.721
v37  2449087.005 B 15.675
v37  2449087.668 B 15.645
v37  2449087.709 B 15.578
v37  2449087.724 B 15.629
v37  2449087.737 B 15.689
v37  2449087.751 B 15.744
v37  2449087.765 B 15.790
v37  2449087.779 B 15.859
v37  2449087.792 B 15.946
v37  2449087.806 B 15.988
v37  2449087.872 B 16.146
v37  2449087.886 B 16.165
v37  2449087.919 B 16.137
v37  2449087.932 B 16.141
v37  2449087.945 B 16.020
v37  2449087.959 B 15.821
v37  2449087.972 B 15.683
v37  2449087.986 B 15.654
v37  2449088.000 B 15.634
v37  2449088.799 B 16.062
v37  2449088.813 B 16.098
v37  2449088.826 B 16.129
v37  2449088.840 B 16.165
v37  2449088.854 B 16.173
v37  2449088.870 B 16.169
v37  2449088.881 B 16.187
v37  2449088.905 B 16.136
v37  2449088.919 B 16.022
v37  2449088.936 B 15.815
v37  2449088.958 B 15.730
v37  2449088.972 B 15.636
v37  2449088.986 B 15.673
v37  2449088.999 B 15.574
v37  2449089.672 B 15.552
v37  2449089.692 B 15.603
v37  2449089.711 B 15.690
v37  2449089.730 B 15.790
v37  2449089.750 B 15.916
v37  2449089.769 B 16.001
v37  2449089.804 B 16.129
v37  2449089.833 B 16.182
v37  2449089.862 B 16.178
v37  2449089.950 B 15.620
v37  2449089.969 B 15.601
v37  2449089.988 B 15.581
v37  2449090.006 B 15.631
v37  2449090.661 B 15.607
v37  2449090.707 B 15.771
v37  2449090.724 B 15.857
v37  2449090.739 B 15.948
v37  2449090.769 B 16.104
v37  2449090.791 B 16.160
v37  2449090.809 B 16.192
v37  2449090.825 B 16.212
v37  2449090.842 B 16.189
v37  2449090.879 B 16.031
v37  2449090.895 B 15.857
v37  2449091.657 B 15.671
v37  2449091.671 B 15.695
v37  2449091.685 B 15.736
v37  2449091.699 B 15.808
v37  2449091.713 B 15.892
v37  2449091.727 B 15.987
v37  2449091.760 B 16.119
v37  2449091.787 B 16.173
v37  2449091.815 B 16.223
v37  2449091.835 B 16.185
v37  2449091.849 B 16.121
v37  2449091.862 B 15.986
v37  2449091.884 B 15.723
v37  2449091.906 B 15.671
v37  2449091.920 B 15.604
v37  2449091.934 B 15.588
v37  2449091.947 B 15.573
v37  2449091.961 B 15.611
v37  2449091.976 B 15.657
v37  2449091.990 B 15.692
v37  2450622.777 B 16.168
v37  2450622.791 B 16.140
v37  2450622.805 B 16.077
v37  2450622.818 B 15.977
v38  2448755.668 B 15.997
v38  2448755.683 B 16.022
v38  2448755.698 B 16.052
v38  2448755.714 B 16.083
v38  2448755.751 B 16.151
v38  2448755.765 B 16.183
v38  2448755.794 B 16.195
v38  2448755.808 B 16.189
v38  2448755.844 B 16.155
v38  2448755.858 B 16.145
v38  2448755.886 B 16.198
v38  2448755.900 B 16.224
v38  2448755.913 B 16.211
v38  2448755.927 B 16.217
v38  2448755.942 B 16.243
v38  2448756.662 B 15.609
v38  2448756.676 B 15.669
v38  2448756.708 B 15.784
v38  2448756.722 B 15.831
v38  2448756.753 B 15.914
v38  2448756.767 B 15.950
v38  2448756.781 B 15.987
v38  2448756.795 B 16.017
v38  2448756.810 B 16.059
v38  2448756.825 B 16.088
v38  2448756.840 B 16.100
v38  2448756.853 B 16.122
v38  2448756.867 B 16.156
v38  2448756.881 B 16.178
v38  2448756.895 B 16.208
v38  2448756.910 B 16.206
v38  2448756.925 B 16.212
v38  2448756.939 B 16.197
v38  2448757.639 B 16.251
v38  2448757.654 B 16.212
v38  2448757.763 B 15.580
v38  2448757.777 B 15.598
v38  2448757.830 B 15.778
v38  2448757.872 B 15.912
v38  2448757.886 B 15.937
v38  2448757.900 B 15.970
v38  2448757.914 B 15.996
v38  2448757.939 B 16.040
v38  2448757.942 B 16.052
v38  2448758.663 B 16.199
v38  2448758.678 B 16.246
v38  2448758.705 B 16.201
v38  2448758.719 B 16.186
v38  2448758.755 B 16.255
v38  2448758.780 B 16.182
v38  2448758.799 B 16.007
v38  2448758.830 B 15.789
v38  2448758.848 B 15.701
v38  2448758.878 B 15.573
v38  2448758.898 B 15.575
v38  2448758.918 B 15.641
v38  2448758.938 B 15.724
v38  2448759.759 B 16.184
v38  2448759.789 B 16.218
v38  2448759.803 B 16.225
v38  2448759.817 B 16.203
v38  2448759.836 B 16.196
v38  2448759.850 B 16.221
v38  2448759.865 B 16.259
v38  2448759.878 B 16.254
v38  2448759.892 B 16.230
v38  2448759.907 B 16.173
v38  2448759.921 B 16.059
v38  2448759.935 B 15.865
v38  2448760.662 B 15.877
v38  2448760.686 B 15.920
v38  2448760.709 B 15.960
v38  2448760.723 B 16.007
v38  2448760.737 B 16.048
v38  2448760.752 B 16.067
v38  2448760.766 B 16.110
v38  2448760.780 B 16.133
v38  2448760.799 B 16.166
v38  2448760.824 B 16.212
v38  2448760.839 B 16.203
v38  2448760.858 B 16.220
v38  2448760.872 B 16.213
v38  2448760.900 B 16.229
v38  2449085.867 B 15.222
v38  2449085.880 B 15.194
v38  2449085.894 B 15.262
v38  2449085.908 B 15.346
v38  2449085.923 B 15.426
v38  2449085.938 B 15.562
v38  2449085.952 B 15.660
v38  2449086.663 B 16.248
v38  2449086.677 B 16.322
v38  2449086.691 B 16.319
v38  2449086.712 B 16.378
v38  2449086.728 B 16.399
v38  2449086.744 B 16.451
v38  2449086.789 B 16.490
v38  2449086.805 B 16.490
v38  2449086.822 B 16.480
v38  2449086.836 B 16.447
v38  2449086.850 B 16.433
v38  2449086.864 B 16.394
v38  2449086.878 B 16.370
v38  2449086.942 B 15.676
v38  2449086.956 B 15.503
v38  2449086.991 B 15.246
v38  2449087.005 B 15.258
v38  2449087.668 B 15.872
v38  2449087.709 B 16.022
v38  2449087.724 B 16.072
v38  2449087.737 B 16.118
v38  2449087.751 B 16.167
v38  2449087.765 B 16.200
v38  2449087.779 B 16.241
v38  2449087.792 B 16.265
v38  2449087.806 B 16.302
v38  2449087.872 B 16.475
v38  2449087.886 B 16.520
v38  2449087.919 B 16.485
v38  2449087.932 B 16.464
v38  2449087.945 B 16.427
v38  2449087.959 B 16.406
v38  2449087.972 B 16.376
v38  2449087.986 B 16.372
v38  2449088.000 B 16.352
v38  2449088.799 B 15.909
v38  2449088.813 B 15.960
v38  2449088.826 B 15.996
v38  2449088.840 B 16.070
v38  2449088.854 B 16.110
v38  2449088.870 B 16.154
v38  2449088.881 B 16.210
v38  2449088.905 B 16.274
v38  2449088.919 B 16.292
v38  2449088.936 B 16.353
v38  2449088.958 B 16.384
v38  2449088.972 B 16.414
v38  2449088.986 B 16.467
v38  2449088.999 B 16.518
v38  2449089.672 B 16.342
v38  2449089.692 B 16.325
v38  2449089.711 B 16.005
v38  2449089.730 B 15.535
v38  2449089.750 B 15.312
v38  2449089.769 B 15.136
v38  2449089.804 B 15.257
v38  2449089.833 B 15.483
v38  2449089.862 B 15.667
v38  2449089.950 B 16.080
v38  2449089.969 B 16.187
v38  2449089.988 B 16.184
v38  2449090.006 B 16.227
v38  2449090.661 B 16.473
v38  2449090.707 B 16.491
v38  2449090.724 B 16.472
v38  2449090.739 B 16.422
v38  2449090.769 B 16.365
v38  2449090.791 B 16.365
v38  2449090.809 B 16.317
v38  2449090.825 B 16.116
v38  2449090.842 B 15.625
v38  2449090.879 B 15.239
v38  2449090.895 B 15.226
v38  2449091.657 B 16.170
v38  2449091.671 B 16.206
v38  2449091.685 B 16.241
v38  2449091.699 B 16.279
v38  2449091.713 B 16.305
v38  2449091.727 B 16.347
v38  2449091.760 B 16.410
v38  2449091.787 B 16.460
v38  2449091.815 B 16.504
v38  2449091.835 B 16.486
v38  2449091.849 B 16.456
v38  2449091.862 B 16.417
v38  2449091.884 B 16.380
v38  2449091.906 B 16.365
v38  2449091.920 B 16.343
v38  2449091.934 B 16.248
v38  2449091.947 B 15.849
v38  2449091.961 B 15.455
v38  2449091.976 B 15.309
v38  2449091.990 B 15.234
v38  2450622.777 B 16.026
v38  2450622.791 B 16.047
v38  2450622.805 B 16.098
v38  2450622.818 B 16.134
v39  2448755.668 B 16.024
v39  2448755.683 B 15.806
v39  2448755.698 B 15.601
v39  2448755.714 B 15.409
v39  2448755.751 B 15.423
v39  2448755.765 B 15.474
v39  2448755.794 B 15.602
v39  2448755.808 B 15.660
v39  2448755.844 B 15.804
v39  2448755.858 B 15.851
v39  2448755.886 B 15.961
v39  2448755.900 B 16.012
v39  2448755.913 B 16.045
v39  2448755.927 B 16.085
v39  2448755.942 B 16.133
v39  2448756.662 B 16.314
v39  2448756.676 B 16.325
v39  2448756.708 B 16.337
v39  2448756.722 B 16.337
v39  2448756.753 B 16.331
v39  2448756.767 B 16.355
v39  2448756.781 B 16.375
v39  2448756.795 B 16.381
v39  2448756.810 B 16.340
v39  2448756.825 B 16.233
v39  2448756.840 B 16.075
v39  2448756.853 B 15.885
v39  2448756.867 B 15.660
v39  2448756.881 B 15.497
v39  2448756.895 B 15.343
v39  2448756.910 B 15.328
v39  2448756.925 B 15.389
v39  2448756.939 B 15.470
v39  2448757.639 B 15.927
v39  2448757.654 B 15.963
v39  2448757.763 B 16.254
v39  2448757.777 B 16.273
v39  2448757.830 B 16.299
v39  2448757.872 B 16.337
v39  2448757.886 B 16.354
v39  2448757.900 B 16.334
v39  2448757.914 B 16.331
v39  2448757.939 B 16.350
v39  2448757.942 B 16.338
v39  2448758.663 B 15.274
v39  2448758.678 B 15.317
v39  2448758.705 B 15.453
v39  2448758.719 B 15.518
v39  2448758.755 B 15.693
v39  2448758.780 B 15.799
v39  2448758.799 B 15.820
v39  2448758.830 B 15.979
v39  2448758.848 B 16.043
v39  2448758.878 B 16.130
v39  2448758.898 B 16.173
v39  2448758.918 B 16.188
v39  2448758.938 B 16.257
v39  2448759.759 B 16.243
v39  2448759.789 B 15.878
v39  2448759.803 B 15.657
v39  2448759.817 B 15.444
v39  2448759.836 B 15.274
v39  2448759.850 B 15.289
v39  2448759.865 B 15.364
v39  2448759.878 B 15.415
v39  2448759.892 B 15.514
v39  2448759.907 B 15.580
v39  2448759.921 B 15.667
v39  2448759.935 B 15.686
v39  2448760.662 B  0.000
v39  2448760.686 B 16.218
v39  2448760.709 B 16.250
v39  2448760.723 B 16.278
v39  2448760.737 B 16.282
v39  2448760.752 B 16.300
v39  2448760.766 B 16.314
v39  2448760.780 B 16.324
v39  2448760.799 B 16.329
v39  2448760.824 B 16.334
v39  2448760.839 B 16.305
v39  2448760.858 B 16.313
v39  2448760.872 B 16.343
v39  2448760.900 B 16.384
v39  2449085.867 B 16.166
v39  2449085.880 B 16.186
v39  2449085.894 B 16.218
v39  2449085.908 B 16.230
v39  2449085.923 B 16.203
v39  2449085.938 B 16.269
v39  2449085.952 B 16.290
v39  2449086.663 B 16.320
v39  2449086.677 B 16.361
v39  2449086.691 B 16.325
v39  2449086.712 B 16.331
v39  2449086.728 B 16.266
v39  2449086.744 B 16.181
v39  2449086.789 B 15.688
v39  2449086.805 B 15.667
v39  2449086.822 B 15.550
v39  2449086.836 B 15.605
v39  2449086.850 B 15.607
v39  2449086.864 B 15.659
v39  2449086.878 B 15.708
v39  2449086.942 B 15.924
v39  2449086.956 B 15.962
v39  2449086.991 B 16.061
v39  2449087.005 B 16.087
v39  2449087.668 B 16.246
v39  2449087.709 B 16.278
v39  2449087.724 B 16.286
v39  2449087.737 B 16.293
v39  2449087.751 B 16.293
v39  2449087.765 B 16.293
v39  2449087.779 B 16.320
v39  2449087.792 B 16.295
v39  2449087.806 B 16.297
v39  2449087.872 B 16.304
v39  2449087.886 B 16.399
v39  2449087.919 B 16.129
v39  2449087.932 B 16.032
v39  2449087.945 B 15.883
v39  2449087.959 B 15.829
v39  2449087.972 B 15.643
v39  2449087.986 B 15.572
v39  2449088.000 B 15.540
v39  2449088.799 B 16.138
v39  2449088.813 B 16.179
v39  2449088.826 B 16.178
v39  2449088.840 B 16.222
v39  2449088.854 B 16.239
v39  2449088.870 B 16.251
v39  2449088.881 B 16.290
v39  2449088.905 B 16.291
v39  2449088.919 B 16.278
v39  2449088.936 B 16.294
v39  2449088.958 B 16.272
v39  2449088.972 B 16.386
v39  2449088.986 B 16.313
v39  2449088.999 B 16.298
v39  2449089.672 B 16.169
v39  2449089.692 B 16.006
v39  2449089.711 B 15.796
v39  2449089.730 B 15.619
v39  2449089.750 B 15.555
v39  2449089.769 B 15.528
v39  2449089.804 B 15.656
v39  2449089.833 B 15.779
v39  2449089.862 B 15.882
v39  2449089.950 B 16.120
v39  2449089.969 B 16.164
v39  2449089.988 B 16.184
v39  2449090.006 B 16.218
v39  2449090.661 B 16.286
v39  2449090.707 B 16.279
v39  2449090.724 B 16.287
v39  2449090.739 B 16.285
v39  2449090.769 B 16.304
v39  2449090.791 B 16.343
v39  2449090.809 B 16.323
v39  2449090.825 B 16.316
v39  2449090.842 B 16.255
v39  2449090.879 B 15.906
v39  2449090.895 B 15.722
v39  2449091.657 B 15.966
v39  2449091.671 B 16.005
v39  2449091.685 B 16.044
v39  2449091.699 B 16.080
v39  2449091.713 B 16.105
v39  2449091.727 B 16.137
v39  2449091.760 B 16.194
v39  2449091.787 B 16.237
v39  2449091.815 B 16.264
v39  2449091.835 B 16.282
v39  2449091.849 B 16.287
v39  2449091.862 B 16.285
v39  2449091.884 B 16.294
v39  2449091.906 B 16.305
v39  2449091.920 B 16.312
v39  2449091.934 B 16.319
v39  2449091.947 B 16.307
v39  2449091.961 B 16.323
v39  2449091.976 B 16.331
v39  2449091.990 B 16.323
v39  2450622.777 B 16.048
v39  2450622.791 B 16.062
v39  2450622.805 B 16.096
v39  2450622.818 B 16.125
v40  2448755.668 B 15.994
v40  2448755.683 B 16.042
v40  2448755.698 B 16.094
v40  2448755.714 B 16.132
v40  2448755.751 B 16.262
v40  2448755.765 B 16.299
v40  2448755.794 B 16.348
v40  2448755.808 B 16.345
v40  2448755.844 B 16.366
v40  2448755.858 B 16.354
v40  2448755.886 B 16.372
v40  2448755.900 B 16.356
v40  2448755.913 B 16.323
v40  2448755.927 B 16.326
v40  2448755.942 B 16.391
v40  2448756.662 B 15.479
v40  2448756.676 B 15.572
v40  2448756.708 B 15.735
v40  2448756.722 B 15.806
v40  2448756.753 B 15.928
v40  2448756.767 B 15.988
v40  2448756.781 B 16.036
v40  2448756.795 B 16.088
v40  2448756.810 B 16.130
v40  2448756.825 B 16.186
v40  2448756.840 B 16.207
v40  2448756.853 B 16.249
v40  2448756.867 B 16.298
v40  2448756.881 B 16.323
v40  2448756.895 B 16.343
v40  2448756.910 B 16.358
v40  2448756.925 B 16.363
v40  2448756.939 B 16.354
v40  2448757.639 B 16.444
v40  2448757.654 B 16.396
v40  2448757.763 B 15.474
v40  2448757.777 B 15.558
v40  2448757.830 B 15.792
v40  2448757.872 B 15.976
v40  2448757.886 B 16.048
v40  2448757.900 B 16.080
v40  2448757.914 B 16.123
v40  2448757.939 B 16.163
v40  2448757.942 B 16.222
v40  2448758.663 B 16.324
v40  2448758.678 B 16.311
v40  2448758.705 B 16.361
v40  2448758.719 B 16.406
v40  2448758.755 B 16.409
v40  2448758.780 B 15.836
v40  2448758.799 B 15.430
v40  2448758.830 B 15.225
v40  2448758.848 B 15.341
v40  2448758.878 B 15.543
v40  2448758.898 B 15.638
v40  2448758.918 B 15.726
v40  2448758.938 B 15.824
v40  2448759.759 B 16.328
v40  2448759.789 B 16.309
v40  2448759.803 B 16.338
v40  2448759.817 B 16.392
v40  2448759.836 B 16.429
v40  2448759.850 B 16.438
v40  2448759.865 B 16.372
v40  2448759.878 B 16.036
v40  2448759.892 B 15.676
v40  2448759.907 B 15.339
v40  2448759.921 B 15.213
v40  2448759.935 B 15.229
v40  2448760.662 B 16.098
v40  2448760.686 B 16.163
v40  2448760.709 B 16.227
v40  2448760.723 B 16.273
v40  2448760.737 B 16.299
v40  2448760.752 B 16.316
v40  2448760.766 B 16.342
v40  2448760.780 B 16.354
v40  2448760.799 B 16.384
v40  2448760.824 B 16.363
v40  2448760.839 B 16.367
v40  2448760.858 B 16.343
v40  2448760.872 B 16.325
v40  2448760.900 B 16.300
v40  2449085.867 B 15.381
v40  2449085.880 B 15.252
v40  2449085.894 B 15.290
v40  2449085.908 B 15.371
v40  2449085.923 B 15.430
v40  2449085.938 B 15.562
v40  2449085.952 B 15.648
v40  2449086.663 B 16.258
v40  2449086.677 B 16.304
v40  2449086.691 B 16.331
v40  2449086.712 B 16.371
v40  2449086.728 B 16.376
v40  2449086.744 B 16.387
v40  2449086.789 B 16.383
v40  2449086.805 B 16.395
v40  2449086.822 B 16.401
v40  2449086.836 B 16.435
v40  2449086.850 B 16.420
v40  2449086.864 B 16.410
v40  2449086.878 B 16.449
