;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59295.370938	0.04167	16.001	15.975	16.027	18.55682	B	m3_data/M3-1_20210322_085409_Mar1mjml_kait_B_c.fit
59295.371829	0.04167	15.75	15.733	15.767	18.92004	V	m3_data/M3-1_20210322_085526_Mar1mjna_kait_V_c.fit
59295.508773	0.04167	16.463	16.424	16.502	18.41315	B	m3_data/M3-1_20210322_121238_Mar1mnab_kait_B_c.fit
59295.509676	0.04167	15.992	15.97	16.014	18.27291	V	m3_data/M3-1_20210322_121356_Mar1mnap_kait_V_c.fit
59295.510521	0.04167	15.765	15.747	15.783	18.25406	R	m3_data/M3-1_20210322_121509_Mar1mnbf_kait_R_c.fit
59295.511412	0.04167	15.418	15.397	15.439	17.57026	I	m3_data/M3-1_20210322_121626_Mar1mnbu_kait_I_c.fit
59295.513137	0.04167	16.344	16.302	16.386	18.21465	B	m3_data/M3-1_20210322_121855_Mar1mncy_kait_B_c.fit
59295.514039	0.04167	15.988	15.962	16.014	18.18716	V	m3_data/M3-1_20210322_122013_Mar1mndn_kait_V_c.fit
59295.514884	0.04167	15.736	15.714	15.758	18.08289	R	m3_data/M3-1_20210322_122126_Mar1mnec_kait_R_c.fit
59295.515787	0.04167	15.412	15.383	15.441	17.53912	I	m3_data/M3-1_20210322_122244_Mar1mner_kait_I_c.fit
59295.517512	0.04167	16.283	16.242	16.324	18.02302	B	m3_data/M3-1_20210322_122513_Mar1mnfw_kait_B_c.fit
59295.518391	0.04167	15.989	15.956	16.022	18.0133	V	m3_data/M3-1_20210322_122629_Mar1mngk_kait_V_c.fit
59295.519236	0.04167	15.719	15.698	15.74	18.09413	R	m3_data/M3-1_20210322_122742_Mar1mnha_kait_R_c.fit
59295.520208	0.04167	15.385	15.359	15.411	17.73556	I	m3_data/M3-1_20210322_122906_Mar1mnho_kait_I_c.fit
59300.352836	0.04167	16.319	16.263	16.375	17.49157	B	m3_data/M3-1_20210327_082805_Mar1rjak_kait_B_c.fit
59300.353727	0.04167	15.992	15.969	16.015	18.37725	V	m3_data/M3-1_20210327_082922_Mar1rjaz_kait_V_c.fit
59300.354572	0.04167	15.736	15.716	15.756	18.49214	R	m3_data/M3-1_20210327_083035_Mar1rjbo_kait_R_c.fit
59300.355475	0.04167	15.402	15.377	15.427	17.89836	I	m3_data/M3-1_20210327_083153_Mar1rjcd_kait_I_c.fit
59300.357188	0.04167	16.334	16.287	16.381	18.01318	B	m3_data/M3-1_20210327_083421_Mar1rjdh_kait_B_c.fit
59300.35809	0.04167	15.973	15.947	15.999	18.3944	V	m3_data/M3-1_20210327_083539_Mar1rjdw_kait_V_c.fit
59300.358947	0.04167	15.767	15.748	15.786	18.23098	R	m3_data/M3-1_20210327_083653_Mar1rjem_kait_R_c.fit
59300.359838	0.04167	15.382	15.355	15.409	17.7814	I	m3_data/M3-1_20210327_083810_Mar1rjfa_kait_I_c.fit
59300.361632	0.04167	16.29	16.239	16.341	18.02175	B	m3_data/M3-1_20210327_084045_Mar1rjgg_kait_B_c.fit
59300.362535	0.04167	16.064	16.031	16.097	18.33833	V	m3_data/M3-1_20210327_084203_Mar1rjgv_kait_V_c.fit
59300.36338	0.04167	15.751	15.73	15.772	18.48556	R	m3_data/M3-1_20210327_084316_Mar1rjhk_kait_R_c.fit
59300.364282	0.04167	15.382	15.361	15.403	17.89982	I	m3_data/M3-1_20210327_084434_Mar1rjhz_kait_I_c.fit
59302.484329	0.04167	16.5	16.324	16.676	16.34189	B	m3_data/M3-1_20210329_113726_Mar1tmju_kait_B_c.fit
59302.485231	0.04167	15.725	15.64	15.81	16.08474	V	m3_data/M3-1_20210329_113844_Mar1tmkj_kait_V_c.fit
59302.486076	0.04167	15.55	15.481	15.619	16.10135	R	m3_data/M3-1_20210329_113957_Mar1tmkz_kait_R_c.fit
59302.486944	0.04167	15.169	15.07	15.268	15.36673	I	m3_data/M3-1_20210329_114112_Mar1tmln_kait_I_c.fit
59302.48875	0.04167	16.054	15.957	16.151	16.53703	B	m3_data/M3-1_20210329_114348_Mar1tmmt_kait_B_c.fit
59302.489641	0.04167	15.592	15.541	15.643	16.53836	V	m3_data/M3-1_20210329_114505_Mar1tmnh_kait_V_c.fit
59302.490463	0.04167	15.411	15.362	15.46	16.3357	R	m3_data/M3-1_20210329_114616_Mar1tmnx_kait_R_c.fit
59302.491366	0.04167	14.828	14.769	14.887	15.54829	I	m3_data/M3-1_20210329_114734_Mar1tmol_kait_I_c.fit
59302.49309	0.04167	16.007	15.897	16.117	16.43751	B	m3_data/M3-1_20210329_115003_Mar1tmpq_kait_B_c.fit
59302.493981	0.04167	15.897	15.816	15.978	16.39214	V	m3_data/M3-1_20210329_115120_Mar1tmqe_kait_V_c.fit
59302.494826	0.04167	15.842	15.764	15.92	16.26507	R	m3_data/M3-1_20210329_115233_Mar1tmqu_kait_R_c.fit
59302.495729	0.04167	15.417	15.322	15.512	15.76312	I	m3_data/M3-1_20210329_115351_Mar1tmri_kait_I_c.fit
59305.468403	0.04167	15.556	15.532	15.58	18.08117	B	m3_data/M3-1_20210401_111430_Apr11lzf_kait_B_c.fit
59305.469294	0.04167	15.405	15.388	15.422	18.40509	V	m3_data/M3-1_20210401_111547_Apr11lzu_kait_V_c.fit
59305.47015	0.04167	15.248	15.233	15.263	18.36873	R	m3_data/M3-1_20210401_111701_Apr11maj_kait_R_c.fit
59305.471042	0.04167	15.045	15.029	15.061	17.75086	I	m3_data/M3-1_20210401_111818_Apr11may_kait_I_c.fit
59305.472766	0.04167	15.399	15.375	15.423	17.87143	B	m3_data/M3-1_20210401_112047_Apr11mcc_kait_B_c.fit
59305.473669	0.04167	15.288	15.273	15.303	18.20963	V	m3_data/M3-1_20210401_112205_Apr11mcr_kait_V_c.fit
59305.474514	0.04167	15.194	15.179	15.209	18.18479	R	m3_data/M3-1_20210401_112318_Apr11mdh_kait_R_c.fit
59305.475486	0.04167	14.973	14.956	14.99	17.86832	I	m3_data/M3-1_20210401_112442_Apr11mdv_kait_I_c.fit
59305.477211	0.04167	15.312	15.29	15.334	17.77991	B	m3_data/M3-1_20210401_112711_Apr11mfb_kait_B_c.fit
59305.478102	0.04167	15.18	15.166	15.194	18.12076	V	m3_data/M3-1_20210401_112828_Apr11mfq_kait_V_c.fit
59305.478958	0.04167	15.079	15.068	15.09	18.26707	R	m3_data/M3-1_20210401_112942_Apr11mgf_kait_R_c.fit
59305.47985	0.04167	14.917	14.901	14.933	17.82976	I	m3_data/M3-1_20210401_113059_Apr11mgu_kait_I_c.fit
59309.373137	0.04167	15.684	15.662	15.706	18.34674	B	m3_data/M3-1_20210405_085719_Apr15jnx_kait_B_c.fit
