;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59295.522801	0.04167	14.219	14.2	14.238	17.69557	V	m3_data/M3-4_20210322_123250_Mar1mnji_kait_V_c.fit
59295.523657	0.04167	13.663	13.648	13.678	17.61106	R	m3_data/M3-4_20210322_123404_Mar1mnjy_kait_R_c.fit
59295.524549	0.04167	13.116	13.1	13.132	17.07069	I	m3_data/M3-4_20210322_123521_Mar1mnkn_kait_I_c.fit
59295.526273	0.04167	14.955	14.923	14.987	17.65212	B	m3_data/M3-4_20210322_123750_Mar1mnlr_kait_B_c.fit
59295.527164	0.04167	14.179	14.159	14.199	17.7072	V	m3_data/M3-4_20210322_123907_Mar1mnmg_kait_V_c.fit
59295.528924	0.04167	13.113	13.097	13.129	17.08102	I	m3_data/M3-4_20210322_124139_Mar1mnnk_kait_I_c.fit
59295.530648	0.04167	14.949	14.92	14.978	17.58488	B	m3_data/M3-4_20210322_124408_Mar1mnop_kait_B_c.fit
59295.531539	0.04167	14.184	14.163	14.205	17.579	V	m3_data/M3-4_20210322_124525_Mar1mnpd_kait_V_c.fit
59295.532396	0.04167	13.665	13.647	13.683	17.41545	R	m3_data/M3-4_20210322_124639_Mar1mnpt_kait_R_c.fit
59295.533287	0.04167	13.125	13.108	13.142	16.8937	I	m3_data/M3-4_20210322_124756_Mar1mnqi_kait_I_c.fit
59300.3686	0.04167	13.114	13.099	13.129	16.98197	I	m3_data/M3-4_20210327_085047_Mar1rjkw_kait_I_c.fit
59300.374699	0.04167	14.999	14.969	15.029	17.77289	B	m3_data/M3-4_20210327_085934_Mar1rjoy_kait_B_c.fit
59302.497454	0.04167	15.765	15.617	15.913	16.2968	B	m3_data/M3-4_20210329_115620_Mar1tmsn_kait_B_c.fit
59302.498345	0.04167	14.832	14.759	14.905	16.02631	V	m3_data/M3-4_20210329_115737_Mar1tmtc_kait_V_c.fit
59302.499201	0.04167	14.26	14.187	14.333	15.79446	R	m3_data/M3-4_20210329_115851_Mar1tmtr_kait_R_c.fit
59302.500093	0.04167	13.582	13.528	13.636	15.17158	I	m3_data/M3-4_20210329_120008_Mar1tmug_kait_I_c.fit
59302.501829	0.04167	15.866	15.7	16.032	16.26123	B	m3_data/M3-4_20210329_120238_Mar1tmvl_kait_B_c.fit
59302.50272	0.04167	14.817	14.747	14.887	16.00586	V	m3_data/M3-4_20210329_120355_Mar1tmvz_kait_V_c.fit
59302.503576	0.04167	14.175	14.112	14.238	15.6962	R	m3_data/M3-4_20210329_120509_Mar1tmwp_kait_R_c.fit
59302.504468	0.04167	13.417	13.373	13.461	15.13269	I	m3_data/M3-4_20210329_120626_Mar1tmxd_kait_I_c.fit
59302.506192	0.04167	15.945	15.763	16.127	16.13526	B	m3_data/M3-4_20210329_120855_Mar1tmyi_kait_B_c.fit
59302.507083	0.04167	14.858	14.781	14.935	15.86219	V	m3_data/M3-4_20210329_121012_Mar1tmyx_kait_V_c.fit
59302.508009	0.04167	13.9	13.856	13.944	15.78703	R	m3_data/M3-4_20210329_121132_Mar1tmzm_kait_R_c.fit
59302.508912	0.04167	13.421	13.375	13.467	15.52823	I	m3_data/M3-4_20210329_121250_Mar1tnac_kait_I_c.fit
59305.481574	0.04167	14.958	14.925	14.991	17.50544	B	m3_data/M3-4_20210401_113328_Apr11mhz_kait_B_c.fit
59305.482465	0.04167	14.188	14.168	14.208	17.66635	V	m3_data/M3-4_20210401_113445_Apr11min_kait_V_c.fit
59305.483322	0.04167	13.67	13.656	13.684	17.39821	R	m3_data/M3-4_20210401_113559_Apr11mjd_kait_R_c.fit
59305.484213	0.04167	13.1	13.084	13.116	16.86807	I	m3_data/M3-4_20210401_113716_Apr11mjs_kait_I_c.fit
59305.485938	0.04167	14.897	14.858	14.936	17.54137	B	m3_data/M3-4_20210401_113945_Apr11mkw_kait_B_c.fit
59305.48684	0.04167	14.168	14.146	14.19	17.55198	V	m3_data/M3-4_20210401_114103_Apr11mll_kait_V_c.fit
59305.487685	0.04167	13.667	13.649	13.685	17.53225	R	m3_data/M3-4_20210401_114216_Apr11mma_kait_R_c.fit
59305.488576	0.04167	13.094	13.076	13.112	16.96166	I	m3_data/M3-4_20210401_114333_Apr11mmp_kait_I_c.fit
59305.490301	0.04167	14.827	14.789	14.865	17.43734	B	m3_data/M3-4_20210401_114602_Apr11mnu_kait_B_c.fit
59305.491204	0.04167	14.158	14.132	14.184	17.5138	V	m3_data/M3-4_20210401_114720_Apr11moi_kait_V_c.fit
59305.492049	0.04167	13.66	13.642	13.678	17.37361	R	m3_data/M3-4_20210401_114833_Apr11moy_kait_R_c.fit
59305.492951	0.04167	13.114	13.096	13.132	16.81077	I	m3_data/M3-4_20210401_114951_Apr11mpm_kait_I_c.fit
59309.386366	0.04167	14.935	14.909	14.961	17.70228	B	m3_data/M3-4_20210405_091622_Apr15jwr_kait_B_c.fit
59309.387257	0.04167	14.222	14.202	14.242	17.62941	V	m3_data/M3-4_20210405_091739_Apr15jxg_kait_V_c.fit
59309.388102	0.04167	14.152	14.104	14.2	16.88877	R	m3_data/M3-4_20210405_091852_Apr15jxw_kait_R_c.fit
