;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59295.535012	0.04167	16.207	16.139	16.275	17.46845	B	m3_data/M3-3_20210322_125025_Mar1mnrm_kait_B_c.fit
59295.535903	0.04167	16.171	16.082	16.26	16.8876	V	m3_data/M3-3_20210322_125142_Mar1mnsb_kait_V_c.fit
59300.379144	0.04167	16.526	16.464	16.588	17.87791	B	m3_data/M3-3_20210327_090558_Mar1rjrv_kait_B_c.fit
59300.380035	0.04167	16.588	16.448	16.728	16.74068	V	m3_data/M3-3_20210327_090715_Mar1rjsl_kait_V_c.fit
59302.510625	0.04167	15.171	15.128	15.214	16.65684	B	m3_data/M3-3_20210329_121518_Mar1tnbh_kait_B_c.fit
59302.511528	0.04167	15.389	15.312	15.466	15.68502	V	m3_data/M3-3_20210329_121636_Mar1tnbv_kait_V_c.fit
59305.494641	0.04167	16.461	16.393	16.529	17.48894	B	m3_data/M3-3_20210401_115217_Apr11mqr_kait_B_c.fit
59305.495613	0.04167	16.529	16.441	16.617	16.5959	V	m3_data/M3-3_20210401_115341_Apr11mrf_kait_V_c.fit
59305.527407	0.04167	16.663	16.58	16.746	17.47678	B	m3_data/M3-3_20210401_123928_Apr11nml_kait_B_c.fit
59305.528322	0.04167	16.271	16.237	16.305	17.72566	V	m3_data/M3-3_20210401_124047_Apr11nna_kait_V_c.fit
59305.529167	0.04167	15.981	15.95	16.012	17.79922	R	m3_data/M3-3_20210401_124200_Apr11nnp_kait_R_c.fit
59305.530035	0.04167	15.636	15.598	15.674	17.19862	I	m3_data/M3-3_20210401_124315_Apr11noe_kait_I_c.fit
59305.531759	0.04167	16.333	16.269	16.397	17.40573	B	m3_data/M3-3_20210401_124544_Apr11npi_kait_B_c.fit
59305.532662	0.04167	16.191	16.147	16.235	17.67519	V	m3_data/M3-3_20210401_124702_Apr11npx_kait_V_c.fit
59305.533507	0.04167	15.968	15.936	16.0	17.68909	R	m3_data/M3-3_20210401_124815_Apr11nqm_kait_R_c.fit
59305.53441	0.04167	15.61	15.571	15.649	17.12491	I	m3_data/M3-3_20210401_124933_Apr11nrb_kait_I_c.fit
59305.536111	0.04167	16.465	16.385	16.545	17.17796	B	m3_data/M3-3_20210401_125200_Apr11nsg_kait_B_c.fit
59305.53706	0.04167	16.262	16.208	16.316	17.49427	V	m3_data/M3-3_20210401_125322_Apr11nsv_kait_V_c.fit
59305.537917	0.04167	15.993	15.952	16.034	17.57396	R	m3_data/M3-3_20210401_125436_Apr11ntk_kait_R_c.fit
59305.538808	0.04167	15.731	15.677	15.785	16.91657	I	m3_data/M3-3_20210401_125553_Apr11ntz_kait_I_c.fit
59309.399444	0.04167	16.222	16.19	16.254	18.13092	B	m3_data/M3-3_20210405_093512_Apr15kfk_kait_B_c.fit
59309.400347	0.04167	16.404	16.322	16.486	16.49905	V	m3_data/M3-3_20210405_093630_Apr15kfy_kait_V_c.fit
59309.415312	0.04167	16.339	16.306	16.372	18.27934	B	m3_data/M3-3_20210405_095803_Apr15kpy_kait_B_c.fit
59309.416204	0.04167	16.005	15.978	16.032	18.22964	V	m3_data/M3-3_20210405_095920_Apr15kqm_kait_V_c.fit
59309.41706	0.04167	15.759	15.736	15.782	18.16169	R	m3_data/M3-3_20210405_100034_Apr15krc_kait_R_c.fit
59309.417951	0.04167	15.462	15.435	15.489	17.43851	I	m3_data/M3-3_20210405_100151_Apr15krr_kait_I_c.fit
59309.419722	0.04167	16.312	16.274	16.35	18.45884	B	m3_data/M3-3_20210405_100424_Apr15ksv_kait_B_c.fit
59309.420625	0.04167	16.019	15.998	16.04	18.26418	V	m3_data/M3-3_20210405_100542_Apr15ktl_kait_V_c.fit
59309.42147	0.04167	15.754	15.73	15.778	18.15127	R	m3_data/M3-3_20210405_100655_Apr15kua_kait_R_c.fit
59309.422361	0.04167	15.435	15.41	15.46	17.53338	I	m3_data/M3-3_20210405_100812_Apr15kup_kait_I_c.fit
59309.424097	0.04167	16.332	16.296	16.368	18.26423	B	m3_data/M3-3_20210405_101042_Apr15kvt_kait_B_c.fit
59309.424988	0.04167	16.055	16.032	16.078	18.27796	V	m3_data/M3-3_20210405_101159_Apr15kwi_kait_V_c.fit
59309.425845	0.04167	15.785	15.762	15.808	18.18327	R	m3_data/M3-3_20210405_101313_Apr15kwy_kait_R_c.fit
59309.426736	0.04167	15.447	15.423	15.471	17.52486	I	m3_data/M3-3_20210405_101430_Apr15kxm_kait_I_c.fit
59310.396829	0.04167	16.279	16.236	16.322	17.66653	B	m3_data/M3-3_20210406_093126_Apr16kdq_kait_B_c.fit
59310.397708	0.04167	16.06	15.99	16.13	16.09887	V	m3_data/M3-3_20210406_093242_Apr16kef_kait_V_c.fit
59310.412546	0.04167	16.214	16.176	16.252	17.70592	B	m3_data/M3-3_20210406_095404_Apr16koc_kait_B_c.fit
