;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59295.508773	0.04167	14.952	14.899	15.005	18.27781	B	m3_data/M3-1_20210322_121238_Mar1mnab_kait_B_c.fit
59295.509676	0.04167	14.619	14.583	14.655	18.04767	V	m3_data/M3-1_20210322_121356_Mar1mnap_kait_V_c.fit
59295.510521	0.04167	14.389	14.352	14.426	17.97354	R	m3_data/M3-1_20210322_121509_Mar1mnbf_kait_R_c.fit
59295.511412	0.04167	14.129	14.098	14.16	17.26889	I	m3_data/M3-1_20210322_121626_Mar1mnbu_kait_I_c.fit
59295.513137	0.04167	14.972	14.916	15.028	18.14563	B	m3_data/M3-1_20210322_121855_Mar1mncy_kait_B_c.fit
59295.514039	0.04167	14.669	14.628	14.71	18.00954	V	m3_data/M3-1_20210322_122013_Mar1mndn_kait_V_c.fit
59295.514884	0.04167	14.384	14.348	14.42	17.90522	R	m3_data/M3-1_20210322_122126_Mar1mnec_kait_R_c.fit
59295.515787	0.04167	14.096	14.062	14.13	17.34136	I	m3_data/M3-1_20210322_122244_Mar1mner_kait_I_c.fit
59295.517512	0.04167	14.966	14.916	15.016	17.89091	B	m3_data/M3-1_20210322_122513_Mar1mnfw_kait_B_c.fit
59295.518391	0.04167	14.627	14.591	14.663	17.85474	V	m3_data/M3-1_20210322_122629_Mar1mngk_kait_V_c.fit
59295.519236	0.04167	14.393	14.351	14.435	17.84242	R	m3_data/M3-1_20210322_122742_Mar1mnha_kait_R_c.fit
59295.520208	0.04167	14.097	14.061	14.133	17.52219	I	m3_data/M3-1_20210322_122906_Mar1mnho_kait_I_c.fit
59302.484329	0.04167	14.946	14.892	15.0	16.34247	B	m3_data/M3-1_20210329_113726_Mar1tmju_kait_B_c.fit
59302.485231	0.04167	14.663	14.62	14.706	15.99028	V	m3_data/M3-1_20210329_113844_Mar1tmkj_kait_V_c.fit
59302.486076	0.04167	14.419	14.377	14.461	15.97982	R	m3_data/M3-1_20210329_113957_Mar1tmkz_kait_R_c.fit
59302.486944	0.04167	14.333	14.27	14.396	15.2427	I	m3_data/M3-1_20210329_114112_Mar1tmln_kait_I_c.fit
59302.48875	0.04167	14.889	14.839	14.939	16.49621	B	m3_data/M3-1_20210329_114348_Mar1tmmt_kait_B_c.fit
