;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59295.370938	0.04167	16.268	16.236	16.3	18.42475	B	m3_data/M3-1_20210322_085409_Mar1mjml_kait_B_c.fit
59295.371829	0.04167	15.993	15.968	16.018	18.62501	V	m3_data/M3-1_20210322_085526_Mar1mjna_kait_V_c.fit
59295.508773	0.04167	16.406	16.359	16.453	18.26721	B	m3_data/M3-1_20210322_121238_Mar1mnab_kait_B_c.fit
59295.509676	0.04167	16.033	16.004	16.062	18.02525	V	m3_data/M3-1_20210322_121356_Mar1mnap_kait_V_c.fit
59295.510521	0.04167	15.842	15.821	15.863	17.94887	R	m3_data/M3-1_20210322_121509_Mar1mnbf_kait_R_c.fit
59295.511412	0.04167	15.608	15.576	15.64	17.23997	I	m3_data/M3-1_20210322_121626_Mar1mnbu_kait_I_c.fit
59295.513137	0.04167	16.391	16.351	16.431	18.13085	B	m3_data/M3-1_20210322_121855_Mar1mncy_kait_B_c.fit
59295.514039	0.04167	16.078	16.052	16.104	18.00065	V	m3_data/M3-1_20210322_122013_Mar1mndn_kait_V_c.fit
59295.514884	0.04167	15.865	15.837	15.893	17.88389	R	m3_data/M3-1_20210322_122126_Mar1mnec_kait_R_c.fit
59295.515787	0.04167	15.59	15.556	15.624	17.31613	I	m3_data/M3-1_20210322_122244_Mar1mner_kait_I_c.fit
59295.517512	0.04167	16.276	16.235	16.317	17.86572	B	m3_data/M3-1_20210322_122513_Mar1mnfw_kait_B_c.fit
59295.518391	0.04167	16.031	15.994	16.068	17.83271	V	m3_data/M3-1_20210322_122629_Mar1mngk_kait_V_c.fit
59295.519236	0.04167	15.797	15.773	15.821	17.82903	R	m3_data/M3-1_20210322_122742_Mar1mnha_kait_R_c.fit
59295.520208	0.04167	15.517	15.492	15.542	17.49851	I	m3_data/M3-1_20210322_122906_Mar1mnho_kait_I_c.fit
59300.352836	0.04167	16.097	16.053	16.141	17.39787	B	m3_data/M3-1_20210327_082805_Mar1rjak_kait_B_c.fit
59300.353727	0.04167	15.82	15.794	15.846	18.15885	V	m3_data/M3-1_20210327_082922_Mar1rjaz_kait_V_c.fit
59300.354572	0.04167	15.598	15.578	15.618	18.21101	R	m3_data/M3-1_20210327_083035_Mar1rjbo_kait_R_c.fit
59300.355475	0.04167	15.303	15.276	15.33	17.60486	I	m3_data/M3-1_20210327_083153_Mar1rjcd_kait_I_c.fit
59300.357188	0.04167	16.144	16.106	16.182	17.90997	B	m3_data/M3-1_20210327_083421_Mar1rjdh_kait_B_c.fit
59300.35809	0.04167	15.84	15.813	15.867	18.2017	V	m3_data/M3-1_20210327_083539_Mar1rjdw_kait_V_c.fit
59300.358947	0.04167	15.611	15.594	15.628	17.96407	R	m3_data/M3-1_20210327_083653_Mar1rjem_kait_R_c.fit
59300.359838	0.04167	15.307	15.283	15.331	17.50226	I	m3_data/M3-1_20210327_083810_Mar1rjfa_kait_I_c.fit
59300.361632	0.04167	16.161	16.127	16.195	17.91244	B	m3_data/M3-1_20210327_084045_Mar1rjgg_kait_B_c.fit
59300.362535	0.04167	15.862	15.832	15.892	18.1293	V	m3_data/M3-1_20210327_084203_Mar1rjgv_kait_V_c.fit
59300.36338	0.04167	15.602	15.582	15.622	18.22193	R	m3_data/M3-1_20210327_084316_Mar1rjhk_kait_R_c.fit
59300.364282	0.04167	15.338	15.307	15.369	17.63413	I	m3_data/M3-1_20210327_084434_Mar1rjhz_kait_I_c.fit
59302.484329	0.04167	16.075	15.947	16.203	16.29106	B	m3_data/M3-1_20210329_113726_Mar1tmju_kait_B_c.fit
59302.485231	0.04167	16.027	15.908	16.146	15.92619	V	m3_data/M3-1_20210329_113844_Mar1tmkj_kait_V_c.fit
59302.486076	0.04167	16.011	15.911	16.111	15.95185	R	m3_data/M3-1_20210329_113957_Mar1tmkz_kait_R_c.fit
59302.486944	0.04167	15.813	15.634	15.992	15.16744	I	m3_data/M3-1_20210329_114112_Mar1tmln_kait_I_c.fit
59302.48875	0.04167	16.288	16.176	16.4	16.44072	B	m3_data/M3-1_20210329_114348_Mar1tmmt_kait_B_c.fit
59302.489641	0.04167	16.046	15.953	16.139	16.43221	V	m3_data/M3-1_20210329_114505_Mar1tmnh_kait_V_c.fit
59302.490463	0.04167	15.778	15.703	15.853	15.85512	R	m3_data/M3-1_20210329_114616_Mar1tmnx_kait_R_c.fit
59302.491366	0.04167	15.669	15.552	15.786	15.39106	I	m3_data/M3-1_20210329_114734_Mar1tmol_kait_I_c.fit
59302.49309	0.04167	15.999	15.885	16.113	16.2647	B	m3_data/M3-1_20210329_115003_Mar1tmpq_kait_B_c.fit
59302.493981	0.04167	15.951	15.872	16.03	16.36207	V	m3_data/M3-1_20210329_115120_Mar1tmqe_kait_V_c.fit
59302.494826	0.04167	15.837	15.756	15.918	16.24969	R	m3_data/M3-1_20210329_115233_Mar1tmqu_kait_R_c.fit
59302.495729	0.04167	15.288	15.211	15.365	15.59944	I	m3_data/M3-1_20210329_115351_Mar1tmri_kait_I_c.fit
59305.468403	0.04167	16.255	16.208	16.302	17.94131	B	m3_data/M3-1_20210401_111430_Apr11lzf_kait_B_c.fit
59305.469294	0.04167	15.987	15.959	16.015	18.18365	V	m3_data/M3-1_20210401_111547_Apr11lzu_kait_V_c.fit
59305.47015	0.04167	15.747	15.722	15.772	18.12595	R	m3_data/M3-1_20210401_111701_Apr11maj_kait_R_c.fit
59305.471042	0.04167	15.38	15.351	15.409	17.50478	I	m3_data/M3-1_20210401_111818_Apr11may_kait_I_c.fit
59305.472766	0.04167	16.346	16.282	16.41	17.75121	B	m3_data/M3-1_20210401_112047_Apr11mcc_kait_B_c.fit
59305.473669	0.04167	15.986	15.958	16.014	18.053	V	m3_data/M3-1_20210401_112205_Apr11mcr_kait_V_c.fit
59305.474514	0.04167	15.74	15.715	15.765	17.95366	R	m3_data/M3-1_20210401_112318_Apr11mdh_kait_R_c.fit
59305.475486	0.04167	15.379	15.353	15.405	17.62492	I	m3_data/M3-1_20210401_112442_Apr11mdv_kait_I_c.fit
59305.477211	0.04167	16.19	16.149	16.231	17.67802	B	m3_data/M3-1_20210401_112711_Apr11mfb_kait_B_c.fit
59305.478102	0.04167	16.007	15.978	16.036	17.92578	V	m3_data/M3-1_20210401_112828_Apr11mfq_kait_V_c.fit
59305.478958	0.04167	15.738	15.72	15.756	18.00749	R	m3_data/M3-1_20210401_112942_Apr11mgf_kait_R_c.fit
59305.47985	0.04167	15.42	15.391	15.449	17.57681	I	m3_data/M3-1_20210401_113059_Apr11mgu_kait_I_c.fit
59309.373137	0.04167	15.553	15.531	15.575	18.08164	B	m3_data/M3-1_20210405_085719_Apr15jnx_kait_B_c.fit
59309.374039	0.04167	15.452	15.433	15.471	18.20717	V	m3_data/M3-1_20210405_085837_Apr15jom_kait_V_c.fit
59309.374884	0.04167	15.319	15.297	15.341	17.94199	R	m3_data/M3-1_20210405_085950_Apr15jpb_kait_R_c.fit
59309.375833	0.04167	15.101	15.077	15.125	17.34903	I	m3_data/M3-1_20210405_090112_Apr15jpr_kait_I_c.fit
59309.377546	0.04167	15.583	15.557	15.609	18.21648	B	m3_data/M3-1_20210405_090340_Apr15jqv_kait_B_c.fit
59309.378449	0.04167	15.481	15.462	15.5	18.2035	V	m3_data/M3-1_20210405_090458_Apr15jrk_kait_V_c.fit
59309.379294	0.04167	15.32	15.303	15.337	18.0287	R	m3_data/M3-1_20210405_090611_Apr15jrz_kait_R_c.fit
59309.380185	0.04167	15.089	15.065	15.113	17.529	I	m3_data/M3-1_20210405_090728_Apr15jso_kait_I_c.fit
59309.38191	0.04167	15.667	15.642	15.692	18.09103	B	m3_data/M3-1_20210405_090957_Apr15jtt_kait_B_c.fit
59309.382801	0.04167	15.509	15.489	15.529	18.14471	V	m3_data/M3-1_20210405_091114_Apr15juh_kait_V_c.fit
59309.383657	0.04167	15.332	15.317	15.347	18.08237	R	m3_data/M3-1_20210405_091228_Apr15jux_kait_R_c.fit
59309.384641	0.04167	15.072	15.052	15.092	17.4434	I	m3_data/M3-1_20210405_091353_Apr15jvm_kait_I_c.fit
59310.370498	0.04167	15.338	15.313	15.363	17.45127	B	m3_data/M3-1_20210406_085331_Apr16jmd_kait_B_c.fit
59310.371389	0.04167	15.248	15.225	15.271	17.42126	V	m3_data/M3-1_20210406_085448_Apr16jms_kait_V_c.fit
59310.372211	0.04167	15.254	15.237	15.271	17.63015	R	m3_data/M3-1_20210406_085559_Apr16jnh_kait_R_c.fit
59310.373113	0.04167	15.104	15.078	15.13	16.79165	I	m3_data/M3-1_20210406_085717_Apr16jnw_kait_I_c.fit
59310.374838	0.04167	15.511	15.485	15.537	17.94084	B	m3_data/M3-1_20210406_085946_Apr16jpa_kait_B_c.fit
59310.375741	0.04167	15.382	15.36	15.404	17.89893	V	m3_data/M3-1_20210406_090104_Apr16jpp_kait_V_c.fit
59310.376586	0.04167	15.096	15.077	15.115	17.32766	R	m3_data/M3-1_20210406_090217_Apr16jqe_kait_R_c.fit
59310.377488	0.04167	14.936	14.91	14.962	16.77223	I	m3_data/M3-1_20210406_090335_Apr16jqt_kait_I_c.fit
59310.379282	0.04167	15.529	15.506	15.552	17.86565	B	m3_data/M3-1_20210406_090610_Apr16jrz_kait_B_c.fit
59310.380174	0.04167	15.387	15.368	15.406	17.96925	V	m3_data/M3-1_20210406_090727_Apr16jso_kait_V_c.fit
59310.381065	0.04167	15.279	15.266	15.292	17.7708	R	m3_data/M3-1_20210406_090844_Apr16jtd_kait_R_c.fit
59310.381956	0.04167	15.041	15.02	15.062	17.07037	I	m3_data/M3-1_20210406_091001_Apr16jtt_kait_I_c.fit
59315.424109	0.04167	15.136	15.11	15.162	17.51172	B	m3_data/M3-1_20210411_101043_Apr1bkvu_kait_B_c.fit
59315.425	0.04167	15.116	15.099	15.133	17.71357	V	m3_data/M3-1_20210411_101200_Apr1bkwi_kait_V_c.fit
59315.425856	0.04167	15.075	15.054	15.096	17.81202	R	m3_data/M3-1_20210411_101314_Apr1bkwy_kait_R_c.fit
59315.426748	0.04167	14.867	14.843	14.891	17.17613	I	m3_data/M3-1_20210411_101431_Apr1bkxn_kait_I_c.fit
59315.428472	0.04167	15.194	15.165	15.223	17.4467	B	m3_data/M3-1_20210411_101700_Apr1bkyr_kait_B_c.fit
59315.429375	0.04167	15.139	15.124	15.154	17.78009	V	m3_data/M3-1_20210411_101818_Apr1bkzg_kait_V_c.fit
59315.43022	0.04167	15.08	15.061	15.099	17.75871	R	m3_data/M3-1_20210411_101931_Apr1bkzv_kait_R_c.fit
